"management","node_id","taxon","abun","services","body_mass","type","weight"
"M",300,"Flower-visiting",302,"Pollination",0.00440259571428571,"D",1.32958390571428
"M",150,"Flower-visiting",674.233207843862,"Pollination",0.00440259571428571,"D",2.96837623128249
"M",125,"Flower-visiting",374.561697388615,"Pollination",0.55324,"D",207.222513463277
"M",293,"Flower-visiting",742.350577110189,"Pollination",0.00440259571428571,"D",3.26826946928284
"M",518,"Butterfly",47,"Pollination",0.0725,"D",3.4075
"M",216,"Flower-visiting",10,"Pollination",0.00440259571428571,"D",0.0440259571428571
"M",233,"Flower-visiting",29.6666666666667,"Pollination",0.911272727272727,"D",27.0344242424242
"M",280,"Flower-visiting",10,"Pollination",0.77820202020202,"D",7.7820202020202
"M",511,"Butterfly",10,"Pollination",0.0413,"D",0.413
"M",234,"Flower-visiting",10,"Pollination",0.77820202020202,"D",7.7820202020202
"M",227,"Flower-visiting",11.5,"Pollination",0.00440259571428571,"D",0.0506298507142857
"M",271,"Flower-visiting",10,"Pollination",0.00440259571428571,"D",0.0440259571428571
"SI",105,"Flower-visiting",691.980603448276,"Pollination",0.343,"D",237.349346982759
"SI",317,"Flower-visiting",5171.35237068966,"Pollination",0.706444444444444,"D",3653.27315253831
"SI",202,"Flower-visiting",693.359977414429,"Pollination",1.01766666666667,"D",705.60933701542
"SI",123,"Flower-visiting",9602.2801724138,"Pollination",0.615121951219512,"D",5906.5733158116
"SI",183,"Flower-visiting",748.930259224616,"Pollination",0.6738,"D",504.629208665546
"SI",126,"Flower-visiting",6346.36206896552,"Pollination",0.738241379310345,"D",4685.14708739596
"SI",318,"Flower-visiting",7157.78016843746,"Pollination",0.77820202020202,"D",5570.19898723999
"SI",276,"Flower-visiting",1868.00203438476,"Pollination",0.444111111111111,"D",829.600459048433
"SI",144,"Flower-visiting",692.26403645502,"Pollination",0.77820202020202,"D",538.721271682501
"SI",322,"Flower-visiting",1030.55620999258,"Pollination",0.861416666666667,"D",887.738295224442
"SI",279,"Flower-visiting",714.183189655172,"Pollination",0.77820202020202,"D",555.778800983977
"SI",278,"Flower-visiting",714.183189655172,"Pollination",0.77820202020202,"D",555.778800983977
"SI",190,"Flower-visiting",1664.5161637931,"Pollination",0.7942,"D",1321.95873728448
"SI",186,"Flower-visiting",1423.33628600724,"Pollination",0.993111111111111,"D",1413.53108048142
"SI",282,"Flower-visiting",714.183189655172,"Pollination",0.77820202020202,"D",555.778800983977
"SI",203,"Flower-visiting",714.183189655172,"Pollination",1.03,"D",735.608685344828
"SI",232,"Flower-visiting",3085.71911459684,"Pollination",0.740583333333333,"D",2285.23214761851
"SI",295,"Flower-visiting",1293.92407711885,"Pollination",0.957666666666667,"D",1239.14795785415
"SI",112,"Flower-visiting",17409.2920258621,"Pollination",0.50625,"D",8813.45408809267
"SI",308,"Flower-visiting",1442.1688935807,"Pollination",0.00440259571428571,"D",6.34928659015457
"SI",179,"Flower-visiting",27229.1465517241,"Pollination",0.00440259571428571,"D",119.878923912278
"SI",164,"Flower-visiting",14338.2155172414,"Pollination",0.00440259571428571,"D",63.1253661867118
"SI",228,"Flower-visiting",698.39893626403,"Pollination",0.00440259571428571,"D",3.07476816365772
"SI",198,"Flower-visiting",728.58986571659,"Pollination",0.00440259571428571,"D",3.20768662027586
"SI",264,"Flower-visiting",1426.5161637931,"Pollination",0.00440259571428571,"D",6.28037394907481
"SI",244,"Flower-visiting",3502.45797413793,"Pollination",0.00440259571428571,"D",15.4199064664055
"SI",303,"Flower-visiting",14374.0625,"Pollination",0.00440259571428571,"D",63.2831859593749
"SI",247,"Flower-visiting",829.232644156888,"Pollination",0.00440259571428571,"D",3.65077608531092
"SI",138,"Flower-visiting",4390.56142241379,"Pollination",0.00440259571428571,"D",19.3298669016271
"SI",248,"Flower-visiting",2023.76370375777,"Pollination",0.00440259571428571,"D",8.90981340889092
"SI",286,"Flower-visiting",575.931802663025,"Pollination",0.00440259571428571,"D",2.53559488612508
"SI",285,"Flower-visiting",1084.53094059406,"Pollination",0.00440259571428571,"D",4.77475127106966
"SI",249,"Flower-visiting",2352.7734721748,"Pollination",0.000251,"D",0.590546141515876
"SI",302,"Flower-visiting",2153.375,"Pollination",0.00440259571428571,"D",9.48043954624999
"SI",222,"Flower-visiting",969.263997951519,"Pollination",0.00440259571428571,"D",4.26727752339279
"SI",519,"Butterfly",299.239964499444,"Pollination",0.078,"D",23.3407172309566
"SI",524,"Butterfly",64.6541716475507,"Pollination",0.136,"D",8.7929673440669
"SI",514,"Butterfly",302.478517206285,"Pollination",0.056,"D",16.9387969635519
"SI",516,"Butterfly",238.143711163282,"Pollination",0.128,"D",30.4823950289001
"SI",517,"Butterfly",4421.6221834335,"Pollination",0.0215,"D",95.0648769438203
"SI",523,"Butterfly",161.40692247861,"Pollination",0.061,"D",9.84582227119523
"SI",513,"Butterfly",434.27507693507,"Pollination",0.04,"D",17.3710030774028
"SI",525,"Butterfly",420.64728032543,"Pollination",0.067,"D",28.1833677818038
"SI",522,"Butterfly",69.5798524945368,"Pollination",0.051,"D",3.54857247722138
"SI",124,"Flower-visiting",3962.37133736499,"Pollination",0.673046511627907,"D",2666.86020638791
"SI",236,"Flower-visiting",238,"Pollination",0.77820202020202,"D",185.212080808081
"SI",127,"Flower-visiting",476,"Pollination",0.675333333333333,"D",321.458666666666
"SI",231,"Flower-visiting",1205,"Pollination",0.77820202020202,"D",937.733434343434
"SI",305,"Flower-visiting",922.997867992604,"Pollination",0.00440259571428571,"D",4.06358645791909
"SI",101,"Flower-visiting",494.656572832364,"Pollination",0.00440259571428571,"D",2.17777290759502
"SI",327,"Flower-visiting",1963.7022457734,"Pollination",0.00440259571428571,"D",8.64538709137521
"SI",284,"Flower-visiting",1220.59405940594,"Pollination",0.00440259571428571,"D",5.37378217482319
"SI",313,"Flower-visiting",1870.66971020583,"Pollination",0.00440259571428571,"D",8.23580244899626
"SI",515,"Butterfly",45.0663876806585,"Pollination",0.088,"D",3.96584211589795
"SI",122,"Flower-visiting",662.147916171486,"Pollination",0.656666666666667,"D",434.81046495261
"SI",277,"Flower-visiting",310.35396039604,"Pollination",0.5485,"D",170.229147277228
"SI",188,"Flower-visiting",304.922509225092,"Pollination",0.876363636363636,"D",267.222998993626
"SI",211,"Flower-visiting",302,"Pollination",0.229,"D",69.158
"SI",315,"Flower-visiting",302,"Pollination",0.77820202020202,"D",235.01701010101
"SI",189,"Flower-visiting",305.136909997068,"Pollination",0.00440259571428571,"D",1.34339445222348
"SI",265,"Flower-visiting",305.136909997068,"Pollination",0.00440259571428571,"D",1.34339445222348
"SI",300,"Flower-visiting",302,"Pollination",0.00440259571428571,"D",1.32958390571428
"SI",150,"Flower-visiting",426.538862708839,"Pollination",0.00440259571428571,"D",1.87787816893824
"SI",323,"Flower-visiting",9,"Pollination",0.50775,"D",4.56975
"SI",512,"Butterfly",40.6666666666667,"Pollination",0.0118,"D",0.479866666666667
"SI",195,"Flower-visiting",379.5,"Pollination",0.00440259571428571,"D",1.67078507357143
"SI",212,"Flower-visiting",139,"Pollination",0.515339984215776,"D",71.6322578059929
"SI",335,"Flower-visiting",9,"Pollination",0.00440259571428571,"D",0.0396233614285714
"SI",521,"Butterfly",11.3333333333333,"Pollination",0.0376,"D",0.426133333333333
"SI",518,"Butterfly",47,"Pollination",0.0725,"D",3.4075
"I",105,"Flower-visiting",1089.75862068966,"Pollination",0.343,"D",373.787206896552
"I",317,"Flower-visiting",8144.05172413793,"Pollination",0.706444444444444,"D",5753.32009578544
"I",202,"Flower-visiting",1093.53448275862,"Pollination",1.01766666666667,"D",1112.85359195403
"I",123,"Flower-visiting",9602.28017241379,"Pollination",0.615121951219512,"D",5906.5733158116
"I",183,"Flower-visiting",1231.85775862069,"Pollination",0.6738,"D",830.025757758621
"I",126,"Flower-visiting",6396.70689655172,"Pollination",0.738241379310345,"D",4722.31372235434
"I",318,"Flower-visiting",10796.6637931034,"Pollination",0.77820202020202,"D",8401.98557523511
"I",276,"Flower-visiting",3025.59913793103,"Pollination",0.444111111111111,"D",1343.70219492337
"I",144,"Flower-visiting",1090.53448275862,"Pollination",0.77820202020202,"D",848.656137582724
"I",322,"Flower-visiting",1300.46120689655,"Pollination",0.861416666666667,"D",1120.23895797414
"I",279,"Flower-visiting",1124.72413793103,"Pollination",0.77820202020202,"D",875.262596307906
"I",278,"Flower-visiting",1124.72413793103,"Pollination",0.77820202020202,"D",875.262596307906
"I",190,"Flower-visiting",2246.53448275862,"Pollination",0.7942,"D",1784.1976862069
"I",186,"Flower-visiting",2534.4525862069,"Pollination",0.993111111111111,"D",2516.99302394636
"I",282,"Flower-visiting",1124.72413793103,"Pollination",0.77820202020202,"D",875.262596307906
"I",203,"Flower-visiting",1124.72413793103,"Pollination",1.03,"D",1158.46586206897
"I",232,"Flower-visiting",4876.78771551724,"Pollination",0.740583333333333,"D",3611.66770231681
"I",295,"Flower-visiting",2399.17456896552,"Pollination",0.957666666666667,"D",2297.60951221264
"I",112,"Flower-visiting",25009.8168103448,"Pollination",0.50625,"D",12661.2197602371
"I",308,"Flower-visiting",1765.74568965517,"Pollination",0.00440259571428571,"D",7.77386440579433
"I",179,"Flower-visiting",40028.4482758621,"Pollination",0.00440259571428571,"D",176.229074828818
"I",164,"Flower-visiting",19375.911637931,"Pollination",0.00440259571428571,"D",85.3043055375338
"I",228,"Flower-visiting",1107.35344827586,"Pollination",0.00440259571428571,"D",4.87522954557881
"I",198,"Flower-visiting",1197.38146551724,"Pollination",0.00440259571428571,"D",5.27158650845135
"I",264,"Flower-visiting",2246.53448275862,"Pollination",0.00440259571428571,"D",9.89058308578817
"I",244,"Flower-visiting",5515.81034482759,"Pollination",0.00440259571428571,"D",24.2838829849507
"I",303,"Flower-visiting",14374.0625,"Pollination",0.00440259571428571,"D",63.2831859593749
"I",247,"Flower-visiting",1460.73060344828,"Pollination",0.00440259571428571,"D",6.43100629446736
"I",138,"Flower-visiting",6914.43103448276,"Pollination",0.00440259571428571,"D",30.4414444391379
"I",248,"Flower-visiting",2699.1724137931,"Pollination",0.00440259571428571,"D",11.8833649010837
"I",286,"Flower-visiting",942.344827586207,"Pollination",0.00440259571428571,"D",4.14876329931034
"I",285,"Flower-visiting",1381.75,"Pollination",0.00440259571428571,"D",6.08328662821428
"I",249,"Flower-visiting",3757.57327586207,"Pollination",0.000251,"D",0.943150892241379
"I",302,"Flower-visiting",2153.375,"Pollination",0.00440259571428571,"D",9.48043954624999
"I",222,"Flower-visiting",1212.25862068966,"Pollination",0.00440259571428571,"D",5.33708460805418
"I",519,"Butterfly",409.800646551724,"Pollination",0.078,"D",31.9644504310345
"I",524,"Butterfly",123.95150862069,"Pollination",0.136,"D",16.8574051724138
"I",514,"Butterfly",420.713362068966,"Pollination",0.056,"D",23.5599482758621
"I",516,"Butterfly",319.033405172414,"Pollination",0.128,"D",40.836275862069
"I",517,"Butterfly",5200.34051724138,"Pollination",0.0215,"D",111.80732112069
"I",523,"Butterfly",263.875,"Pollination",0.061,"D",16.096375
"I",513,"Butterfly",609.362068965517,"Pollination",0.04,"D",24.3744827586207
"I",525,"Butterfly",495.344827586207,"Pollination",0.067,"D",33.1881034482759
"I",522,"Butterfly",81.9051724137931,"Pollination",0.051,"D",4.17716379310345
"I",127,"Flower-visiting",476,"Pollination",0.675333333333333,"D",321.458666666666
"I",236,"Flower-visiting",238,"Pollination",0.77820202020202,"D",185.212080808081
"I",231,"Flower-visiting",1205,"Pollination",0.77820202020202,"D",937.733434343434
"I",300,"Flower-visiting",302,"Pollination",0.00440259571428571,"D",1.32958390571428
"I",211,"Flower-visiting",302,"Pollination",0.229,"D",69.158
"I",315,"Flower-visiting",302,"Pollination",0.77820202020202,"D",235.01701010101
"IN",126,"Flower-visiting",6396.70689655172,"Pollination",0.738241379310345,"D",4722.31372235434
"IN",295,"Flower-visiting",2399.17456896552,"Pollination",0.957666666666667,"D",2297.60951221264
"IN",112,"Flower-visiting",25009.8168103448,"Pollination",0.50625,"D",12661.2197602371
"IN",514,"Butterfly",420.713362068966,"Pollination",0.056,"D",23.5599482758621
"IN",516,"Butterfly",319.033405172414,"Pollination",0.128,"D",40.836275862069
"IN",523,"Butterfly",263.875,"Pollination",0.061,"D",16.096375
"E",358,"Aphid",39513751,"Crop damage",0.0031632,"D",124989.8971632
"E",351,"Aphid",687006,"Crop damage",0.0014099,"D",968.6097594
"E",508,"Seed-feeding rodent",1069,"Crop damage",30.45,"D",32551.05
"E",495,"Seed-feeding bird",48,"Crop damage",37.31,"D",1790.88
"E",496,"Seed-feeding bird",315,"Crop damage",527.86,"D",166275.9
"E",497,"Seed-feeding bird",40,"Crop damage",19.53,"D",781.2
"E",498,"Seed-feeding bird",1024,"Crop damage",16,"D",16384
"E",499,"Seed-feeding bird",107,"Crop damage",26,"D",2782
"E",500,"Seed-feeding bird",286,"Crop damage",490,"D",140140
"E",501,"Seed-feeding bird",420,"Crop damage",452.1,"D",189882
"E",502,"Seed-feeding bird",107,"Crop damage",246,"D",26322
"E",503,"Seed-feeding bird",122,"Crop damage",29.7,"D",3623.4
"E",504,"Seed-feeding bird",129,"Crop damage",23.81,"D",3071.49
"E",505,"Seed-feeding bird",60,"Crop damage",26.51,"D",1590.6
"E",506,"Seed-feeding bird",2,"Crop damage",148.96,"D",297.92
"SE",358,"Aphid",82439723.3103448,"Crop damage",0.0031632,"D",260773.332775283
"SE",508,"Seed-feeding rodent",1487.80715359002,"Crop damage",30.45,"D",45303.7278268162
"SE",351,"Aphid",722567.353448276,"Crop damage",0.0014099,"D",1018.74771162672
"SE",495,"Seed-feeding bird",48,"Crop damage",37.31,"D",1790.88
"SE",496,"Seed-feeding bird",317.254310344828,"Crop damage",527.86,"D",167465.860258621
"SE",497,"Seed-feeding bird",40,"Crop damage",19.53,"D",781.2
"SE",498,"Seed-feeding bird",1012.39224137931,"Crop damage",16,"D",16198.275862069
"SE",499,"Seed-feeding bird",108.034482758621,"Crop damage",26,"D",2808.89655172414
"SE",500,"Seed-feeding bird",291.452586206897,"Crop damage",490,"D",142811.767241379
"SE",501,"Seed-feeding bird",401.887931034483,"Crop damage",452.1,"D",181693.53362069
"SE",502,"Seed-feeding bird",89.6163793103448,"Crop damage",246,"D",22045.6293103448
"SE",503,"Seed-feeding bird",123.099137931034,"Crop damage",29.7,"D",3656.04439655172
"SE",504,"Seed-feeding bird",127.35775862069,"Crop damage",23.81,"D",3032.38823275862
"SE",505,"Seed-feeding bird",8,"Crop damage",26.51,"D",212.08
"SE",506,"Seed-feeding bird",2,"Crop damage",148.96,"D",297.92
"M",358,"Aphid",85261157,"Crop damage",0.0031632,"D",269698.0918224
"M",508,"Seed-feeding rodent",1002.85168332708,"Crop damage",30.45,"D",30536.8337573096
"M",351,"Aphid",769518.056034483,"Crop damage",0.0014099,"D",1084.94350720302
"M",495,"Seed-feeding bird",36,"Crop damage",37.31,"D",1343.16
"M",496,"Seed-feeding bird",247.480603448276,"Crop damage",527.86,"D",130635.111336207
"M",497,"Seed-feeding bird",30,"Crop damage",19.53,"D",585.9
"M",498,"Seed-feeding bird",773.4375,"Crop damage",16,"D",12375
"M",499,"Seed-feeding bird",83.3103448275862,"Crop damage",26,"D",2166.06896551724
"M",500,"Seed-feeding bird",229.838362068966,"Crop damage",490,"D",112620.797413793
"M",501,"Seed-feeding bird",339.375,"Crop damage",452.1,"D",153431.4375
"M",502,"Seed-feeding bird",73.6099137931034,"Crop damage",246,"D",18108.0387931034
"M",503,"Seed-feeding bird",94.4547413793103,"Crop damage",29.7,"D",2805.30581896552
"M",504,"Seed-feeding bird",99.0323275862069,"Crop damage",23.81,"D",2357.95971982759
"M",505,"Seed-feeding bird",6,"Crop damage",26.51,"D",159.06
"SI",358,"Aphid",70329300.6724138,"Crop damage",0.0031632,"D",222465.643886979
"SI",351,"Aphid",1190632.67887931,"Crop damage",0.0014099,"D",1678.67301395194
"SI",508,"Seed-feeding rodent",912.865041871207,"Crop damage",30.45,"D",27796.7405249783
"SI",495,"Seed-feeding bird",20.8706896551724,"Crop damage",37.31,"D",778.685431034483
"SI",496,"Seed-feeding bird",171.604525862069,"Crop damage",527.86,"D",90583.1650215517
"SI",497,"Seed-feeding bird",17.3922413793103,"Crop damage",19.53,"D",339.670474137931
"SI",498,"Seed-feeding bird",481.276939655172,"Crop damage",16,"D",7700.43103448276
"SI",499,"Seed-feeding bird",53.9310344827586,"Crop damage",26,"D",1402.20689655172
"SI",500,"Seed-feeding bird",167.287715517241,"Crop damage",490,"D",81970.9806034483
"SI",501,"Seed-feeding bird",314.528017241379,"Crop damage",452.1,"D",142198.116594828
"SI",502,"Seed-feeding bird",63.1778017241379,"Crop damage",246,"D",15541.7392241379
"SI",503,"Seed-feeding bird",60.7209051724138,"Crop damage",29.7,"D",1803.41088362069
"SI",504,"Seed-feeding bird",67.9493534482759,"Crop damage",23.81,"D",1617.87410560345
"SI",505,"Seed-feeding bird",3,"Crop damage",26.51,"D",79.53
"I",358,"Aphid",110548611.034483,"Crop damage",0.0031632,"D",349687.366424276
"I",351,"Aphid",1824145.29310345,"Crop damage",0.0014099,"D",2571.86244874655
"I",508,"Seed-feeding rodent",1597.79094827586,"Crop damage",30.45,"D",48652.734375
"I",495,"Seed-feeding bird",15.2521551724138,"Crop damage",37.31,"D",569.057909482759
"I",496,"Seed-feeding bird",153.974137931034,"Crop damage",527.86,"D",81276.7884482759
"I",497,"Seed-feeding bird",12.7101293103448,"Crop damage",19.53,"D",248.228825431035
"I",498,"Seed-feeding bird",364.224137931035,"Crop damage",16,"D",5827.58620689655
"I",499,"Seed-feeding bird",44.948275862069,"Crop damage",26,"D",1168.65517241379
"I",500,"Seed-feeding bird",159.784482758621,"Crop damage",490,"D",78294.3965517241
"I",501,"Seed-feeding bird",378.793103448276,"Crop damage",452.1,"D",171252.362068966
"I",502,"Seed-feeding bird",71.7672413793103,"Crop damage",246,"D",17654.7413793103
"I",503,"Seed-feeding bird",48.801724137931,"Crop damage",29.7,"D",1449.41120689655
"I",504,"Seed-feeding bird",60.2844827586207,"Crop damage",23.81,"D",1435.37353448276
"I",505,"Seed-feeding bird",1,"Crop damage",26.51,"D",26.51
"IN",358,"Aphid",110548611.034483,"Crop damage",0.0031632,"D",349687.366424276
"IN",351,"Aphid",1824145.29310345,"Crop damage",0.0014099,"D",2571.86244874655
"IN",508,"Seed-feeding rodent",1597.79094827586,"Crop damage",30.45,"D",48652.734375
"IN",495,"Seed-feeding bird",15.2521551724138,"Crop damage",37.31,"D",569.057909482759
"IN",496,"Seed-feeding bird",153.974137931034,"Crop damage",527.86,"D",81276.7884482759
"IN",497,"Seed-feeding bird",12.7101293103448,"Crop damage",19.53,"D",248.228825431035
"IN",498,"Seed-feeding bird",364.224137931035,"Crop damage",16,"D",5827.58620689655
"IN",499,"Seed-feeding bird",44.948275862069,"Crop damage",26,"D",1168.65517241379
"IN",500,"Seed-feeding bird",159.784482758621,"Crop damage",490,"D",78294.3965517241
"IN",501,"Seed-feeding bird",378.793103448276,"Crop damage",452.1,"D",171252.362068966
"IN",502,"Seed-feeding bird",71.7672413793103,"Crop damage",246,"D",17654.7413793103
"IN",503,"Seed-feeding bird",48.801724137931,"Crop damage",29.7,"D",1449.41120689655
"IN",504,"Seed-feeding bird",60.2844827586207,"Crop damage",23.81,"D",1435.37353448276
"IN",505,"Seed-feeding bird",1,"Crop damage",26.51,"D",26.51
"E",376,"Secondary aphid parasitoid",282081,"Pest control",5.86e-05,"D",16.5299466
"E",377,"Secondary aphid parasitoid",406322,"Pest control",7.44e-05,"D",30.2303568
"E",368,"Primary aphid parasitoid",74955,"Pest control",0.000385666666666667,"D",28.907645
"E",367,"Primary aphid parasitoid",25471,"Pest control",0.00088,"D",22.41448
"E",378,"Secondary aphid parasitoid",85584,"Pest control",7.44e-05,"D",6.3674496
"E",374,"Primary aphid parasitoid",131298,"Pest control",0.000385666666666667,"D",50.637262
"E",369,"Primary aphid parasitoid",105719,"Pest control",0.000161,"D",17.020759
"E",365,"Primary aphid parasitoid",271994,"Pest control",0.000116,"D",31.551304
"E",381,"Secondary aphid parasitoid",412269,"Pest control",9.02e-05,"D",37.1866638
"E",380,"Secondary aphid parasitoid",50697,"Pest control",7.44e-05,"D",3.7718568
"E",370,"Primary aphid parasitoid",116405,"Pest control",0.000385666666666667,"D",44.8935283333334
"E",445,"Leaf-miner parasitoid",1407294,"Pest control",0.003286967,"D",4625.728937298
"E",438,"Leaf-miner parasitoid",363870,"Pest control",0.003286967,"D",1196.02868229
"E",422,"Leaf-miner parasitoid",54846,"Pest control",0.003286967,"D",180.276992082
"E",469,"Leaf-miner parasitoid",73873,"Pest control",0.003286967,"D",242.818113191
"E",412,"Leaf-miner parasitoid",20133,"Pest control",0.003286967,"D",66.176506611
"E",429,"Leaf-miner parasitoid",6131,"Pest control",0.003286967,"D",20.152394677
"E",457,"Leaf-miner parasitoid",148144,"Pest control",0.003286967,"D",486.944439248
"E",545,"Rodent ectoparasite",164,"Pest control",0.000765,"D",0.12546
"E",548,"Rodent ectoparasite",52,"Pest control",0.000765,"D",0.03978
"E",549,"Rodent ectoparasite",3,"Pest control",0.000765,"D",0.002295
"E",546,"Rodent ectoparasite",34,"Pest control",0.000765,"D",0.02601
"E",547,"Rodent ectoparasite",39,"Pest control",0.000765,"D",0.029835
"E",550,"Rodent ectoparasite",13,"Pest control",0.000765,"D",0.009945
"E",544,"Rodent ectoparasite",244,"Pest control",0.000765,"D",0.18666
"E",379,"Secondary aphid parasitoid",73,"Pest control",7.44e-05,"D",0.0054312
"E",366,"Primary aphid parasitoid",552,"Pest control",0.000385666666666667,"D",0.212888
"E",382,"Secondary aphid parasitoid",552,"Pest control",7.44e-05,"D",0.0410688
"SE",376,"Secondary aphid parasitoid",299398.909482759,"Pest control",5.86e-05,"D",17.5447760956897
"SE",377,"Secondary aphid parasitoid",416092.206896552,"Pest control",7.44e-05,"D",30.9572601931035
"SE",368,"Primary aphid parasitoid",81779.1594827586,"Pest control",0.000385666666666667,"D",31.5394958405173
"SE",367,"Primary aphid parasitoid",27389.4181034483,"Pest control",0.00088,"D",24.1026879310345
"SE",378,"Secondary aphid parasitoid",89898.8793103448,"Pest control",7.44e-05,"D",6.68847662068966
"SE",374,"Primary aphid parasitoid",144314.612068966,"Pest control",0.000385666666666667,"D",55.6573353879311
"SE",369,"Primary aphid parasitoid",111488.017241379,"Pest control",0.000161,"D",17.9495707758621
"SE",365,"Primary aphid parasitoid",283333.198275862,"Pest control",0.000116,"D",32.866651
"SE",381,"Secondary aphid parasitoid",451070.487068966,"Pest control",9.02e-05,"D",40.6865579336207
"SE",380,"Secondary aphid parasitoid",51000.8275862069,"Pest control",7.44e-05,"D",3.79446157241379
"SE",370,"Primary aphid parasitoid",124570.586206897,"Pest control",0.000385666666666667,"D",48.0427227471265
"SE",445,"Leaf-miner parasitoid",1429642.03017241,"Pest control",0.003286967,"D",4699.18617498973
"SE",438,"Leaf-miner parasitoid",364751.474137931,"Pest control",0.003286967,"D",1198.92605869273
"SE",422,"Leaf-miner parasitoid",58661.3232758621,"Pest control",0.003286967,"D",192.81783378409
"SE",469,"Leaf-miner parasitoid",75488.8318965517,"Pest control",0.003286967,"D",248.129299312513
"SE",412,"Leaf-miner parasitoid",21662.9956896552,"Pest control",0.003286967,"D",71.2055519530388
"SE",429,"Leaf-miner parasitoid",6131,"Pest control",0.003286967,"D",20.152394677
"SE",457,"Leaf-miner parasitoid",148144,"Pest control",0.003286967,"D",486.944439248
"SE",545,"Rodent ectoparasite",89,"Pest control",0.000765,"D",0.068085
"SE",548,"Rodent ectoparasite",26,"Pest control",0.000765,"D",0.01989
"SE",549,"Rodent ectoparasite",3,"Pest control",0.000765,"D",0.002295
"SE",546,"Rodent ectoparasite",28,"Pest control",0.000765,"D",0.02142
"SE",547,"Rodent ectoparasite",27,"Pest control",0.000765,"D",0.020655
"SE",550,"Rodent ectoparasite",13,"Pest control",0.000765,"D",0.009945
"SE",544,"Rodent ectoparasite",144,"Pest control",0.000765,"D",0.11016
"SE",379,"Secondary aphid parasitoid",73,"Pest control",7.44e-05,"D",0.0054312
"SE",366,"Primary aphid parasitoid",552,"Pest control",0.000385666666666667,"D",0.212888
"SE",382,"Secondary aphid parasitoid",552,"Pest control",7.44e-05,"D",0.0410688
"M",376,"Secondary aphid parasitoid",313942.4375,"Pest control",5.86e-05,"D",18.3970268375
"M",377,"Secondary aphid parasitoid",435028.794205704,"Pest control",7.44e-05,"D",32.3661422889044
"M",368,"Primary aphid parasitoid",88353.5625,"Pest control",0.000385666666666667,"D",34.0750239375
"M",367,"Primary aphid parasitoid",29591.3125,"Pest control",0.00088,"D",26.040355
"M",378,"Secondary aphid parasitoid",93453.4501143188,"Pest control",7.44e-05,"D",6.95293668850532
"M",374,"Primary aphid parasitoid",155916.375,"Pest control",0.000385666666666667,"D",60.1317486250001
"M",369,"Primary aphid parasitoid",119248.75,"Pest control",0.000161,"D",19.19904875
"M",365,"Primary aphid parasitoid",293376.875,"Pest control",0.000116,"D",34.0317175
"M",381,"Secondary aphid parasitoid",486420.3125,"Pest control",9.02e-05,"D",43.8751121875
"M",380,"Secondary aphid parasitoid",52428.399374609,"Pest control",7.44e-05,"D",3.90067291347091
"M",370,"Primary aphid parasitoid",131998.296621946,"Pest control",0.000385666666666667,"D",50.9073430638638
"M",445,"Leaf-miner parasitoid",1468186.91633691,"Pest control",0.003286967,"D",4825.88194383118
"M",438,"Leaf-miner parasitoid",363357.795948648,"Pest control",0.003286967,"D",1194.34508447594
"M",422,"Leaf-miner parasitoid",61765.7525787657,"Pest control",0.003286967,"D",203.021990456568
"M",469,"Leaf-miner parasitoid",77620.4320045021,"Pest control",0.003286967,"D",255.135798524542
"M",412,"Leaf-miner parasitoid",22953.6875,"Pest control",0.003286967,"D",75.4480133408125
"M",429,"Leaf-miner parasitoid",4780.31315860578,"Pest control",0.003286967,"D",15.712731602003
"M",457,"Leaf-miner parasitoid",145803.575496624,"Pest control",0.003286967,"D",479.25154113941
"M",545,"Rodent ectoparasite",3,"Pest control",0.000765,"D",0.002295
"M",548,"Rodent ectoparasite",3,"Pest control",0.000765,"D",0.002295
"M",549,"Rodent ectoparasite",3,"Pest control",0.000765,"D",0.002295
"M",379,"Secondary aphid parasitoid",73,"Pest control",7.44e-05,"D",0.0054312
"SI",376,"Secondary aphid parasitoid",433398.89762931,"Pest control",5.86e-05,"D",25.3971754010776
"SI",377,"Secondary aphid parasitoid",607606.430266302,"Pest control",7.44e-05,"D",45.2059184118129
"SI",368,"Primary aphid parasitoid",137661.58512931,"Pest control",0.000385666666666667,"D",53.0914846648707
"SI",367,"Primary aphid parasitoid",46105.5204741379,"Pest control",0.00088,"D",40.5728580172414
"SI",378,"Secondary aphid parasitoid",117775.29054269,"Pest control",7.44e-05,"D",8.76248161637613
"SI",374,"Primary aphid parasitoid",242929.596982759,"Pest control",0.000385666666666667,"D",93.6898479030173
"SI",369,"Primary aphid parasitoid",181389.745689655,"Pest control",0.000161,"D",29.2037490560345
"SI",365,"Primary aphid parasitoid",341841.950431034,"Pest control",0.000116,"D",39.65366625
"SI",381,"Secondary aphid parasitoid",751498.503232759,"Pest control",9.02e-05,"D",67.7851649915948
"SI",380,"Secondary aphid parasitoid",73204.1604216456,"Pest control",7.44e-05,"D",5.44638953537043
"SI",370,"Primary aphid parasitoid",196823.671554905,"Pest control",0.000385666666666667,"D",75.9083293296752
"SI",445,"Leaf-miner parasitoid",1483189.33857931,"Pest control",0.003286967,"D",4875.19441066203
"SI",438,"Leaf-miner parasitoid",323318.619468453,"Pest control",0.003286967,"D",1062.73763267836
"SI",422,"Leaf-miner parasitoid",81779.8494687141,"Pest control",0.003286967,"D",268.807666468631
