"node_id","taxon","iteration","abun"
98,"Crop",2,58.9310344827586
99,"Crop",2,292.334051724138
101,"Flower-visiting",2,535
102,"Flower-visiting",2,25
103,"Flower-visiting",2,213
104,"Flower-visiting",2,312
105,"Flower-visiting",2,457.021551724138
109,"Flower-visiting",2,302
110,"Flower-visiting",2,25
111,"Flower-visiting",2,50
112,"Flower-visiting",2,18956.4924568965
113,"Flower-visiting",2,238
114,"Flower-visiting",2,1294
122,"Flower-visiting",2,605
123,"Flower-visiting",2,8586.96120689655
124,"Flower-visiting",2,3029
125,"Flower-visiting",2,25
126,"Flower-visiting",2,6371.36206896552
127,"Flower-visiting",2,476
128,"Flower-visiting",2,512.864224137931
129,"Flower-visiting",2,1028
131,"Flower-visiting",2,1258.13793103448
132,"Flower-visiting",2,1845.51400862069
138,"Flower-visiting",2,4370.10452586207
139,"Flower-visiting",2,185
140,"Flower-visiting",2,1099.78448275862
141,"Flower-visiting",2,457.021551724138
142,"Flower-visiting",2,449.612068965517
143,"Flower-visiting",2,439.913793103448
144,"Flower-visiting",2,476.096982758621
145,"Flower-visiting",2,25
146,"Flower-visiting",2,25
147,"Flower-visiting",2,25
148,"Flower-visiting",2,25
149,"Flower-visiting",2,25
150,"Flower-visiting",2,302
151,"Flower-visiting",2,99
153,"Flower-visiting",2,50
158,"Flower-visiting",2,439.913793103448
160,"Flower-visiting",2,25
164,"Flower-visiting",2,15054.4676724138
165,"Flower-visiting",2,302
166,"Flower-visiting",2,467.096982758621
168,"Flower-visiting",2,199
169,"Flower-visiting",2,50
170,"Flower-visiting",2,439.913793103448
171,"Flower-visiting",2,263
172,"Flower-visiting",2,3
173,"Flower-visiting",2,1854.51400862069
175,"Flower-visiting",2,25
179,"Flower-visiting",2,30594.1465517241
181,"Flower-visiting",2,557.25
183,"Flower-visiting",2,542.096982758621
184,"Flower-visiting",2,79
185,"Flower-visiting",2,25
186,"Flower-visiting",2,1580.14870689655
187,"Flower-visiting",2,50
188,"Flower-visiting",2,302
189,"Flower-visiting",2,302
190,"Flower-visiting",2,1262.39978448276
191,"Flower-visiting",2,25
193,"Flower-visiting",2,630.855603448276
194,"Flower-visiting",2,25
195,"Flower-visiting",2,19
196,"Flower-visiting",2,3195.32219827586
197,"Flower-visiting",2,476
198,"Flower-visiting",2,615.096982758621
199,"Flower-visiting",2,50
200,"Flower-visiting",2,740
202,"Flower-visiting",2,457.021551724138
203,"Flower-visiting",2,512.864224137931
204,"Flower-visiting",2,149
205,"Flower-visiting",2,75
207,"Flower-visiting",2,25
208,"Flower-visiting",2,740
209,"Flower-visiting",2,393.284482758621
210,"Flower-visiting",2,9
211,"Flower-visiting",2,302
212,"Flower-visiting",2,139
213,"Flower-visiting",2,238
214,"Flower-visiting",2,149
215,"Flower-visiting",2,139
217,"Flower-visiting",2,5177
219,"Flower-visiting",2,25
222,"Flower-visiting",2,741.913793103448
223,"Flower-visiting",2,599.741379310345
224,"Flower-visiting",2,238
225,"Flower-visiting",2,50
228,"Flower-visiting",2,476.096982758621
230,"Flower-visiting",2,9
231,"Flower-visiting",2,1205
232,"Flower-visiting",2,2502.18642241379
235,"Flower-visiting",2,25
236,"Flower-visiting",2,238
237,"Flower-visiting",2,5177.04310344828
240,"Flower-visiting",2,416
242,"Flower-visiting",2,25
243,"Flower-visiting",2,75
244,"Flower-visiting",2,3561.13900862069
245,"Flower-visiting",2,25
247,"Flower-visiting",2,889.864224137931
248,"Flower-visiting",2,1863.89655172414
249,"Flower-visiting",2,1702.57004310345
250,"Flower-visiting",2,462.375
252,"Flower-visiting",2,462.375
255,"Flower-visiting",2,1697.96336206897
258,"Flower-visiting",2,543
259,"Flower-visiting",2,21577.3825431034
261,"Flower-visiting",2,174
264,"Flower-visiting",2,1024.39978448276
265,"Flower-visiting",2,302
266,"Flower-visiting",2,439.913793103448
270,"Flower-visiting",2,238
273,"Flower-visiting",2,25
276,"Flower-visiting",2,1911.98060344828
277,"Flower-visiting",2,327
278,"Flower-visiting",2,512.864224137931
279,"Flower-visiting",2,458.375
282,"Flower-visiting",2,512.864224137931
283,"Flower-visiting",2,50
284,"Flower-visiting",2,1205
285,"Flower-visiting",2,988.375
286,"Flower-visiting",2,393.284482758621
287,"Flower-visiting",2,238
291,"Flower-visiting",2,263
294,"Flower-visiting",2,224
295,"Flower-visiting",2,1917.62284482759
297,"Flower-visiting",2,3698
299,"Flower-visiting",2,238
300,"Flower-visiting",2,302
301,"Flower-visiting",2,442.445043103448
302,"Flower-visiting",2,1994.375
303,"Flower-visiting",2,14238.7392241379
304,"Flower-visiting",2,439.913793103448
305,"Flower-visiting",2,2375
306,"Flower-visiting",2,476
308,"Flower-visiting",2,1122.09698275862
309,"Flower-visiting",2,50
310,"Flower-visiting",2,25
313,"Flower-visiting",2,1780
314,"Flower-visiting",2,1205
315,"Flower-visiting",2,302
317,"Flower-visiting",2,3809.99461206897
318,"Flower-visiting",2,5268.69935344828
320,"Flower-visiting",2,1205
322,"Flower-visiting",2,1012.96120689655
326,"Flower-visiting",2,482.021551724138
327,"Flower-visiting",2,2457
330,"Flower-visiting",2,75
332,"Flower-visiting",2,25
335,"Flower-visiting",2,9
336,"Flower-visiting",2,25
337,"Aphid",2,587272
338,"Aphid",2,2486
341,"Aphid",2,25034947.1788793
343,"Aphid",2,372166824.452586
344,"Aphid",2,417173.038793103
345,"Aphid",2,1426372
348,"Aphid",2,2240898.80926724
349,"Aphid",2,2456413.85560345
350,"Aphid",2,78775
351,"Aphid",2,1190632.67887931
352,"Aphid",2,144965
354,"Aphid",2,221750.683189655
355,"Aphid",2,194926
356,"Aphid",2,547
357,"Aphid",2,1072139.68103448
358,"Aphid",2,90803573.6724138
360,"Aphid",2,120988
361,"Aphid",2,1920198.125
362,"Aphid",2,96691229
363,"Aphid",2,70883265.6174569
364,"Aphid",2,645272
365,"Primary aphid parasitoid",2,376340.950431034
366,"Primary aphid parasitoid",2,552
367,"Primary aphid parasitoid",2,46657.5204741379
368,"Primary aphid parasitoid",2,138213.58512931
369,"Primary aphid parasitoid",2,185982.745689655
370,"Primary aphid parasitoid",2,200644.353448276
371,"Primary aphid parasitoid",2,6722
372,"Primary aphid parasitoid",2,16681.6465517241
373,"Primary aphid parasitoid",2,12326
374,"Primary aphid parasitoid",2,242929.596982759
375,"Primary aphid parasitoid",2,1657
376,"Secondary aphid parasitoid",2,435334.89762931
377,"Secondary aphid parasitoid",2,647218.663793103
378,"Secondary aphid parasitoid",2,127322.780172414
379,"Secondary aphid parasitoid",2,73
380,"Secondary aphid parasitoid",2,78628.2801724138
381,"Secondary aphid parasitoid",2,754510.503232759
382,"Secondary aphid parasitoid",2,552
383,"Leaf-miner parasitoid",2,11295
389,"Leaf-miner parasitoid",2,13631.4601293103
390,"Leaf-miner parasitoid",2,15733.9547413793
391,"Leaf-miner parasitoid",2,18489
392,"Leaf-miner parasitoid",2,552
394,"Leaf-miner parasitoid",2,8217.90948275862
395,"Leaf-miner parasitoid",2,552
396,"Leaf-miner parasitoid",2,17846
397,"Leaf-miner parasitoid",2,10792.9547413793
399,"Leaf-miner parasitoid",2,552
401,"Leaf-miner parasitoid",2,43636.0452586207
402,"Leaf-miner parasitoid",2,6391
404,"Leaf-miner parasitoid",2,7820
407,"Leaf-miner parasitoid",2,1542
410,"Leaf-miner parasitoid",2,34071.974137931
412,"Leaf-miner parasitoid",2,28554.3760775862
415,"Leaf-miner parasitoid",2,236613.5
416,"Leaf-miner parasitoid",2,829
417,"Leaf-miner parasitoid",2,22879.1831896552
418,"Leaf-miner parasitoid",2,552
419,"Leaf-miner parasitoid",2,4890.375
421,"Leaf-miner parasitoid",2,45598.5290948276
422,"Leaf-miner parasitoid",2,85144.5441810345
425,"Leaf-miner parasitoid",2,87418.1325431034
426,"Leaf-miner parasitoid",2,83652.9547413793
429,"Leaf-miner parasitoid",2,6408.375
430,"Leaf-miner parasitoid",2,4749.32327586207
431,"Leaf-miner parasitoid",2,1657
433,"Leaf-miner parasitoid",2,103189.782327586
435,"Leaf-miner parasitoid",2,91485.5086206897
436,"Leaf-miner parasitoid",2,8817
437,"Leaf-miner parasitoid",2,69858.1077586207
438,"Leaf-miner parasitoid",2,284548.484913793
439,"Leaf-miner parasitoid",2,356906.545258621
440,"Leaf-miner parasitoid",2,19561.5
441,"Leaf-miner parasitoid",2,4830.83189655172
442,"Leaf-miner parasitoid",2,49305
445,"Leaf-miner parasitoid",2,1821624.8674569
446,"Leaf-miner parasitoid",2,1542
447,"Leaf-miner parasitoid",2,74444.2855603448
451,"Leaf-miner parasitoid",2,1542
452,"Leaf-miner parasitoid",2,1542
454,"Leaf-miner parasitoid",2,1542
455,"Leaf-miner parasitoid",2,28507.9935344828
457,"Leaf-miner parasitoid",2,148778.75
458,"Leaf-miner parasitoid",2,4890.375
459,"Leaf-miner parasitoid",2,106259
460,"Leaf-miner parasitoid",2,829
463,"Leaf-miner parasitoid",2,21073.0172413793
464,"Leaf-miner parasitoid",2,13385
465,"Leaf-miner parasitoid",2,13052.786637931
467,"Leaf-miner parasitoid",2,91160.9267241379
469,"Leaf-miner parasitoid",2,81179.6670258621
470,"Leaf-miner parasitoid",2,836677.598060345
471,"Leaf-miner parasitoid",2,50331.8599137931
473,"Leaf-miner parasitoid",2,829
474,"Leaf-miner parasitoid",2,552
476,"Seed-feeding insect",2,1105
477,"Seed-feeding insect",2,2210
478,"Seed-feeding insect",2,65740
479,"Seed-feeding insect",2,552
480,"Seed-feeding insect",2,552
481,"Seed-feeding insect",2,6075
482,"Seed-feeding insect",2,158274.117456897
483,"Seed-feeding insect",2,399042.056034483
484,"Seed-feeding insect",2,982420
485,"Seed-feeding insect",2,8218
486,"Seed-feeding insect",2,1309269.95043103
487,"Seed-feeding insect",2,1104
488,"Seed-feeding insect",2,552
489,"Seed-feeding insect",2,1104
490,"Seed-feeding insect",2,1104
492,"Seed-feeding insect",2,86290
493,"Seed-feeding insect",2,8684
494,"Seed-feeding insect",2,144162
495,"Seed-feeding bird",2,44.8706896551724
496,"Seed-feeding bird",2,359.604525862069
497,"Seed-feeding bird",2,42.3922413793103
498,"Seed-feeding bird",2,1130.27693965517
499,"Seed-feeding bird",2,118.931034482759
500,"Seed-feeding bird",2,332.287715517241
501,"Seed-feeding bird",2,530.528017241379
502,"Seed-feeding bird",2,118.177801724138
503,"Seed-feeding bird",2,135.720905172414
504,"Seed-feeding bird",2,145.949353448276
505,"Seed-feeding bird",2,60
506,"Seed-feeding bird",2,2
507,"Seed-feeding rodent",2,38
508,"Seed-feeding rodent",2,1432.23599137931
509,"Seed-feeding rodent",2,20
510,"Seed-feeding rodent",2,1035
512,"Butterfly",2,47
513,"Butterfly",2,401.366379310345
514,"Butterfly",2,318.730603448276
515,"Butterfly",2,40
516,"Butterfly",2,250.684267241379
517,"Butterfly",2,5317.62392241379
519,"Butterfly",2,344.565732758621
520,"Butterfly",2,13
521,"Butterfly",2,17
522,"Butterfly",2,72.3512931034483
523,"Butterfly",2,179.693965517241
524,"Butterfly",2,91.9806034482759
525,"Butterfly",2,486.896551724138
527,"Insect seed-feeder parasitoid",2,1105
528,"Insect seed-feeder parasitoid",2,1105
529,"Insect seed-feeder parasitoid",2,552
530,"Insect seed-feeder parasitoid",2,2057
531,"Insect seed-feeder parasitoid",2,3314
532,"Insect seed-feeder parasitoid",2,552
533,"Insect seed-feeder parasitoid",2,552
534,"Insect seed-feeder parasitoid",2,404928.41487069
535,"Insect seed-feeder parasitoid",2,1105
536,"Insect seed-feeder parasitoid",2,24653
538,"Insect seed-feeder parasitoid",2,1105
539,"Insect seed-feeder parasitoid",2,1657
