"","node_id","katz","node_name","taxon","eigen"
"81",81,0.00108421265846711,"01PLANT.Water Figwort","Plant",0
"82",82,0.00108421024898291,"01PLANT.Wayfaring-tree","Plant",0
"83",83,0.00108421032283257,"01PLANT.White Dead-nettle","Plant",0
"84",84,0.00108421312218527,"01PLANT.Wild Privet","Plant",0
"85",85,0.00108421024866406,"01PLANT.Willowherb sp","Plant",0
"86",86,0.00108421030104185,"01PLANT.Woodruff","Plant",0
"87",87,0.00108421400158507,"01PLANT.Yellow Archangel","Plant",0
"88",88,0.00108423836868122,"01PLANT.zCROP Barley","Crop",0
"89",89,0.00108437860446706,"01PLANT.zCROP Lucerne","Crop",0
"90",90,0.00108424893669367,"01PLANT.zCROP Oat spring","Crop",0
"91",91,0.00108501450312763,"01PLANT.zCROP Oat winter","Crop",9.01617099860131e-08
"92",92,0.00108640538008339,"01PLANT.zCROP Triticale","Crop",2.51808581557238e-08
"93",93,0.00110255979467908,"01PLANT.zCROP Wheat","Crop",1.2901550971655e-06
"94",94,0.00108421027016946,"02FV.Agriotes pallidulus","Flower-visiting insect",0
"95",95,0.00108421117776028,"02FV.Alysiinae sp","Flower-visiting insect",0
"96",96,0.0010842102794416,"02FV.Anapausis soluta","Flower-visiting insect",0
"97",97,0.00108421074282948,"02FV.Anaspis maculata","Flower-visiting insect",0
"98",98,0.0010842107844892,"02FV.Anaspis pulicaria","Flower-visiting insect",0
"99",99,0.00108421090967599,"02FV.Andrena dorsata","Flower-visiting insect",0
"100",100,0.00108421032286535,"02FV.Andrena minutula","Flower-visiting insect",0
"101",101,0.00108421027016981,"02FV.Anthocomus fasciatus","Flower-visiting insect",0
"102",102,0.00108421032286535,"02FV.Anthomyia liturata","Flower-visiting insect",0
"103",103,0.00108421076931245,"02FV.Anthomyia pluvialis","Flower-visiting insect",0
"104",104,0.0010842102794416,"02FV.Anthomyza gracilis","Flower-visiting insect",0
"105",105,0.00108421035802162,"02FV.Anthophila fabriciana","Flower-visiting insect",0
"106",106,0.00108423149364323,"02FV.Apis mellifera","Flower-visiting insect",0
"107",107,0.00108421065462711,"02FV.Aprostocetus sp","Flower-visiting insect",0
"108",108,0.00108421251672921,"02FV.Asecodes coronis","Flower-visiting insect",0
"109",109,0.00108421027923845,"02FV.Authonomus rubi","Flower-visiting insect",0
"110",110,0.00108421032286535,"02FV.Azelia cilipes","Flower-visiting insect",0
"111",111,0.001084210252933,"02FV.Azelia zetterstedtii","Flower-visiting insect",0
"112",112,0.00108421030105914,"02FV.Baccha elongate","Flower-visiting insect",0
"113",113,0.00108421032286535,"02FV.Bellardia pandia","Flower-visiting insect",0
"114",114,0.00108421027016933,"02FV.Bicellaria vana","Flower-visiting insect",0
"115",115,0.00108421027016886,"02FV.Bicellaria varia","Flower-visiting insect",0
"116",116,0.00108421160487724,"02FV.Bombus hortorum","Flower-visiting insect",0
"117",117,0.00108422522218792,"02FV.Bombus lapidarius","Flower-visiting insect",0
"118",118,0.00108421829184885,"02FV.Bombus pascuorum","Flower-visiting insect",0
"119",119,0.00108421093037012,"02FV.Bombus pratorum","Flower-visiting insect",0
"120",120,0.00108421898122068,"02FV.Bombus terrestris","Flower-visiting insect",0
"121",121,0.00108421107364266,"02FV.Bombus vestalis","Flower-visiting insect",0
"122",122,0.00109106484722917,"02FV.Botanophila fugax","Flower-visiting insect",6.86209055900721e-06
"123",123,0.00108421208216828,"02FV.Botanophila striolata","Flower-visiting insect",0
"124",124,0.00108421032283331,"02FV.Brachypterus urticae","Flower-visiting insect",0
"125",125,0.00108421166677585,"02FV.Bracon sp","Flower-visiting insect",0
"126",126,0.00110890478089167,"02FV.Bruchus rufimanus","Flower-visiting insect",2.47215303822533e-05
"127",127,0.00108421027017956,"02FV.Byturus tomentosus","Flower-visiting insect",0
"128",128,0.00108421028757588,"02FV.Calliphora vicina","Flower-visiting insect",0
"129",129,0.00108421024134215,"02FV.Calliphora vomitoria","Flower-visiting insect",0
"130",130,0.00108421025289045,"02FV.Cantharis decipiens","Flower-visiting insect",0
"131",131,0.00108421027016981,"02FV.Cantharis lateralis","Flower-visiting insect",0
"132",132,0.00109730608843771,"02FV.Cantharis nigra","Flower-visiting insect",1.3106496416856e-05
"133",133,0.0010842105607302,"02FV.Cecidomyiidae sp","Flower-visiting insect",0
"134",134,0.00108421184566863,"02FV.Centrorhynchus obstrictus","Flower-visiting insect",0
"135",135,0.0010842109724918,"02FV.Cephus pygmaeus","Flower-visiting insect",0
"136",136,0.00108421087280969,"02FV.Ceraphron trissacantha","Flower-visiting insect",0
"137",137,0.00108421087963439,"02FV.Cetema elongata","Flower-visiting insect",0
"138",138,0.00108421092118564,"02FV.Cheilosia albitarsis","Flower-visiting insect",0
"139",139,0.0010842102794416,"02FV.Cheilosia honesta","Flower-visiting insect",0
"140",140,0.00108421027949515,"02FV.Cheilosia illustrata","Flower-visiting insect",0
"141",141,0.0010842102792222,"02FV.Cheilosia pagana","Flower-visiting insect",0
"142",142,0.0010842102792222,"02FV.Cheilosia proxima","Flower-visiting insect",0
"143",143,0.0010842102792222,"02FV.Cheilosia proxima group sp. D","Flower-visiting insect",0
"144",144,0.00108421142938825,"02FV.Chloromyia formosa","Flower-visiting insect",0
"145",145,0.00108421089451576,"02FV.Chlorops hypostigma","Flower-visiting insect",0
"146",146,0.00108421029251999,"02FV.Chlorops pumilionis","Flower-visiting insect",0
"147",147,0.00108421032337875,"02FV.Chorebus sp","Flower-visiting insect",0
"148",148,0.00108421154623175,"02FV.Chorebus sp nov","Flower-visiting insect",0
"149",149,0.00108421027922594,"02FV.Chromatomyia nigra","Flower-visiting insect",0
"150",150,0.0010842102432582,"02FV.Chrysopilus asiliformis","Flower-visiting insect",0
"151",151,0.00108421032286535,"02FV.Chrysotoxum bicinctum","Flower-visiting insect",0
"152",152,0.00108421208721017,"02FV.Chrysotus sp","Flower-visiting insect",0
"153",153,0.001084210270194,"02FV.Coccinella septempunctata","Flower-visiting insect",0
"154",154,0.0010842102792222,"02FV.Coenosia tigrina","Flower-visiting insect",0
"155",155,0.00108421027016893,"02FV.Copromyza similes","Flower-visiting insect",0
"156",156,0.001084210270194,"02FV.Crossopalpus sp","Flower-visiting insect",0
"157",157,0.00108421025227609,"02FV.Dacnusa (maculipes)","Flower-visiting insect",0
"158",158,0.00111532272788509,"02FV.Delia sp","Flower-visiting insect",3.11266723733035e-05
"159",159,0.00108421076643736,"02FV.Demetrias atricapillus","Flower-visiting insect",0
"160",160,0.00108421089686305,"02FV.Desmometopa sp","Flower-visiting insect",0
"161",161,0.00108421025227609,"02FV.Dicraeus tibialis","Flower-visiting insect",0
"162",162,0.0010842105866803,"02FV.Dicraeus vagans","Flower-visiting insect",0
"163",163,0.00108421043279581,"02FV.Dilophus febrilis","Flower-visiting insect",0
"164",164,0.00108421087963439,"02FV.Diospilus capito","Flower-visiting insect",0
"165",165,0.00108421168114452,"02FV.Diplonevra sp","Flower-visiting insect",0
"166",166,0.00108421024134213,"02FV.Dolerus haematodes","Flower-visiting insect",0
"167",167,0.00110890484118781,"02FV.Dolichopus festivus","Flower-visiting insect",2.47215303822533e-05
"168",168,0.0010842102701698,"02FV.Dolichopus ungulatus","Flower-visiting insect",0
"169",169,0.0010842102792222,"02FV.Ectemnius cephalotes","Flower-visiting insect",0
"170",170,0.00108421025289068,"02FV.Empis (Xanthempis) sp","Flower-visiting insect",0
"171",171,0.0010842102701698,"02FV.Empis caudatula","Flower-visiting insect",0
"172",172,0.00108421024707275,"02FV.Empis chioptera","Flower-visiting insect",0
"173",173,0.00115687821705134,"02FV.Empis livida","Flower-visiting insect",7.27204186334638e-05
"174",174,0.00108421033928629,"02FV.Empis nigripes","Flower-visiting insect",0
"175",175,0.0010842108465128,"02FV.Empis nuntia","Flower-visiting insect",0
"176",176,0.0010842102701698,"02FV.Endasys sp","Flower-visiting insect",0
"177",177,0.00108421126250757,"02FV.Episyrphus balteatus","Flower-visiting insect",0
"178",178,0.00108421312203215,"02FV.Epuraea melanocephala","Flower-visiting insect",0
"179",179,0.00108421028517219,"02FV.Eriothrix rufomaculata","Flower-visiting insect",0
"180",180,0.00109633047877417,"02FV.Eristalis arbustorum","Flower-visiting insect",1.21322905192144e-05
"181",181,0.00108421045216114,"02FV.Eristalis pertinax","Flower-visiting insect",0
"182",182,0.00108421079237341,"02FV.Eristalis tenax","Flower-visiting insect",0
"183",183,0.00108421079441329,"02FV.Eudasyphora cyanella","Flower-visiting insect",0
"184",184,0.00109791986067057,"02FV.Eupeodes corollae","Flower-visiting insect",1.37241811180144e-05
"185",185,0.00108421027922199,"02FV.Eupeodes luniger","Flower-visiting insect",0
"186",186,0.00108421025289068,"02FV.Fannia serena","Flower-visiting insect",0
"187",187,0.00108421113456251,"02FV.Fannia sp","Flower-visiting insect",0
"188",188,0.00108421027949515,"02FV.Formicidae A","Flower-visiting insect",0
"189",189,0.00108421157959527,"02FV.Formicidae B","Flower-visiting insect",0
"190",190,0.00110477503787055,"02FV.Gastrophysa viridular","Flower-visiting insect",2.05862716814713e-05
"191",191,0.00108421107298001,"02FV.Geomyza tripunctata","Flower-visiting insect",0
"192",192,0.00108421120935905,"02FV.Glyphipterix simpliciella","Flower-visiting insect",0
"193",193,0.00108421034070018,"02FV.Grammoptera ruficornis","Flower-visiting insect",0
"194",194,0.00108421153376407,"02FV.Halticoptera sp","Flower-visiting insect",0
"195",195,0.00108421096003814,"02FV.Helina sp","Flower-visiting insect",0
"196",196,0.00108421090420904,"02FV.Helophilus pendulus","Flower-visiting insect",0
"197",197,0.001091064835768,"02FV.Helophilus trivittatus","Flower-visiting insect",6.86209055900721e-06
"198",198,0.0010842104986439,"02FV.Hemicrepidius hirtus","Flower-visiting insect",0
"199",199,0.00108421036647204,"02FV.Hercostomus parvilamellatus","Flower-visiting insect",0
"200",200,0.00108421024134215,"02FV.Herina longistylata","Flower-visiting insect",0
"201",201,0.0010842102794416,"02FV.Heteronychia vagans","Flower-visiting insect",0
"202",202,0.00108421153376407,"02FV.Hexacola hexatoma","Flower-visiting insect",0
"203",203,0.00108947681364986,"02FV.Hydrellia griseola","Flower-visiting insect",5.27019996109708e-06
"204",204,0.00108421090760341,"02FV.Hydrellia maura","Flower-visiting insect",0
"205",205,0.00108421077709186,"02FV.Hylaeus communis","Flower-visiting insect",0
"206",206,0.00108421047945054,"02FV.Hylaeus hyalinatus","Flower-visiting insect",0
"207",207,0.00108421065429579,"02FV.Hylemya urbica/variata","Flower-visiting insect",0
"208",208,0.00108421055822655,"02FV.Hylemya vagans","Flower-visiting insect",0
"209",209,0.00108421054489812,"02FV.Hylemya variata","Flower-visiting insect",0
"210",210,0.00108421025290278,"02FV.Ichneumonidae","Flower-visiting insect",0
"211",211,0.00108421932267912,"02FV.Kleidotoma tetratoma","Flower-visiting insect",0
"212",212,0.00108421025291362,"02FV.Kuzinia sp","Flower-visiting insect",0
"213",213,0.00108421031404572,"02FV.Lasioglossum sp","Flower-visiting insect",0
"214",214,0.00108421024707281,"02FV.Limnia unguicornis","Flower-visiting insect",0
"215",215,0.001084210252933,"02FV.Limnophora triangula","Flower-visiting insect",0
"216",216,0.00108421145407457,"02FV.Lonchoptera lutea","Flower-visiting insect",0
"217",217,0.00108421086773373,"02FV.Longitarsus sp","Flower-visiting insect",0
"218",218,0.00108421130960588,"02FV.Lotophila atra","Flower-visiting insect",0
"219",219,0.00108421032900223,"02FV.Lucilia caesar","Flower-visiting insect",0
"220",220,0.00108421024134215,"02FV.Lucilia richardsi","Flower-visiting insect",0
"221",221,0.00108421027594627,"02FV.Lucilia sericata","Flower-visiting insect",0
"222",222,0.00108421099154288,"02FV.Malachius bipustulatus","Flower-visiting insect",0
"223",223,0.001084210270194,"02FV.Malthodes minimus","Flower-visiting insect",0
"224",224,0.00108421088675132,"02FV.Maniola jurtina","Flower-visiting insect",0
"225",225,0.00108421025229332,"02FV.Megaselia sp","Flower-visiting insect",0
"226",226,0.00108421235406435,"02FV.Melangyna sp","Flower-visiting insect",0
"227",227,0.0010947414575836,"02FV.Melanostoma mellinum","Flower-visiting insect",1.05404000131646e-05
"228",228,0.00108421039119488,"02FV.Melanostoma scalare","Flower-visiting insect",0
"229",229,0.00108421025289034,"02FV.Melanostoma sp","Flower-visiting insect",0
"230",230,0.00108421030822421,"02FV.Melinda viridicyanea","Flower-visiting insect",0
"231",231,0.00108421065462711,"02FV.Metasyrphus luniger","Flower-visiting insect",0
"232",232,0.00108421900960132,"02FV.Metopina sp","Flower-visiting insect",0
"233",233,0.00108421024707275,"02FV.Microchrysa polita","Flower-visiting insect",0
"234",234,0.00108421025289068,"02FV.Microphor anomalus","Flower-visiting insect",0
"235",235,0.00108421096712849,"02FV.Micropterix calthella","Flower-visiting insect",0
"236",236,0.00108421025289068,"02FV.Miscogaster maculata","Flower-visiting insect",0
"237",237,0.0010842102792222,"02FV.Musca autumnalis","Flower-visiting insect",0
"238",238,0.00108421041252023,"02FV.Neoascia podagrica","Flower-visiting insect",0
"239",239,0.00110477556451485,"02FV.Neomyia cornicina","Flower-visiting insect",2.05862716850193e-05
"240",240,0.00108421028517219,"02FV.Neomyia viridescens","Flower-visiting insect",0
"241",241,0.00108421025233437,"02FV.Norellisoma spinimanum","Flower-visiting insect",0
"242",242,0.00109106551699806,"02FV.Oedemera lurida","Flower-visiting insect",6.86209055900721e-06
"243",243,0.00109730473746602,"02FV.Oedemera nobilis","Flower-visiting insect",1.31064962001511e-05
"244",244,0.0010904018855509,"02FV.Olibrus aeneus","Flower-visiting insect",6.19645487543771e-06
"245",245,0.0010903999264787,"02FV.Omphalapion hookerorum","Flower-visiting insect",6.19645468636675e-06
"246",246,0.00108421027016886,"02FV.Ophiomyia sp","Flower-visiting insect",0
"247",247,0.00109040128071326,"02FV.Opomyza germinationis","Flower-visiting insect",6.19645468636675e-06
"248",248,0.00108421027922594,"02FV.Opomyza petrei","Flower-visiting insect",0
"249",249,0.00108421033949682,"02FV.Oscinella cariciphila","Flower-visiting insect",0
"250",250,0.00108421285220567,"02FV.Oscinella frit","Flower-visiting insect",0
"251",251,0.00108421024707281,"02FV.Oscinella hortensis","Flower-visiting insect",0
"252",252,0.00108421027922594,"02FV.Oscinella nigerrima","Flower-visiting insect",0
"253",253,0.00108421123100052,"02FV.Oscinella nitidissima","Flower-visiting insect",0
"254",254,0.00110352636178703,"02FV.Pegoplata aestiva or Adia cinerella","Flower-visiting insect",1.93029510507757e-05
"255",255,0.00108421025291362,"02FV.Pegoplata depilis","Flower-visiting insect",0
"256",256,0.00108421054198532,"02FV.Pegoplata infirma","Flower-visiting insect",0
"257",257,0.0010842102701698,"02FV.Phaenocarpa (ruficeps)","Flower-visiting insect",0
"258",258,0.0010842102701698,"02FV.Phaonia lasiophthalma","Flower-visiting insect",0
"259",259,0.00109791943592444,"02FV.Phasia obesa","Flower-visiting insect",1.37241811180144e-05
"260",260,0.00108421079437098,"02FV.Phasia pusilla","Flower-visiting insect",0
"261",261,0.00108421087963439,"02FV.Phradis morionellus","Flower-visiting insect",0
"262",262,0.00108421096892835,"02FV.Phyllobius virideaeris","Flower-visiting insect",0
"263",263,0.00108421032857093,"02FV.Phyllonorycter sp","Flower-visiting insect",0
"264",264,0.00108421032284032,"02FV.Phytomyza cineracea","Flower-visiting insect",0
"265",265,0.00108421065429579,"02FV.Phytomyza notata","Flower-visiting insect",0
"266",266,0.00108421076765845,"02FV.Pieris brassicae","Flower-visiting insect",0
"267",267,0.00108421025291362,"02FV.Pierretia sp","Flower-visiting insect",0
"268",268,0.0010842102701698,"02FV.Pimpla contemplator","Flower-visiting insect",0
"269",269,0.00108421027949515,"02FV.Pionini sp","Flower-visiting insect",0
"270",270,0.00108421025289021,"02FV.Pipiza noctiluca","Flower-visiting insect",0
"271",271,0.00108421027016893,"02FV.Plagiatrochus sp","Flower-visiting insect",0
"272",272,0.00109474114665326,"02FV.Platycheirus albimanus","Flower-visiting insect",1.0540399924102e-05
"273",273,0.001084210810048,"02FV.Platycheirus clypeatus","Flower-visiting insect",0
"274",274,0.001091064835768,"02FV.Platycheirus manicatus","Flower-visiting insect",6.86209055900721e-06
"275",275,0.00108421096404319,"02FV.Platycheirus nielseni","Flower-visiting insect",0
"276",276,0.00108421025290278,"02FV.Platycheirus peltatus","Flower-visiting insect",0
"277",277,0.001084210252933,"02FV.Platycheirus scutatus","Flower-visiting insect",0
"278",278,0.001091064835768,"02FV.Platycheirus sp","Flower-visiting insect",6.86209055900721e-06
"279",279,0.00108421230492379,"02FV.Platypalpus sp","Flower-visiting insect",0
"280",280,0.00108421244299458,"02FV.Pollenia amentaria","Flower-visiting insect",0
"281",281,0.00109040088359037,"02FV.Pollenia pediculata","Flower-visiting insect",6.19645468636675e-06
"282",282,0.00108947485732617,"02FV.Pollenia rudis","Flower-visiting insect",5.27019996109708e-06
"283",283,0.0010842102794416,"02FV.Polyommatus icarus","Flower-visiting insect",0
"284",284,0.00108421065429579,"02FV.Psallinae sp","Flower-visiting insect",0
"285",285,0.00108421024134215,"02FV.Psocoptera sp","Flower-visiting insect",0
"286",286,0.00108421025289068,"02FV.Psychodidae sp","Flower-visiting insect",0
"287",287,0.00108421025289068,"02FV.Psyllidae sp","Flower-visiting insect",0
"288",288,0.0010842107154585,"02FV.Pteromalidae","Flower-visiting insect",0
"289",289,0.00108421034046339,"02FV.Pyronia tithonus","Flower-visiting insect",0
"290",290,0.00108421089092166,"02FV.Rhagio notatus","Flower-visiting insect",0
"291",291,0.00108421155387251,"02FV.Rhagio tringarius","Flower-visiting insect",0
"292",292,0.00108421065314643,"02FV.Rhagonycha fulva","Flower-visiting insect",0
"293",293,0.00108421275282307,"02FV.Rhingia campestris","Flower-visiting insect",0
"294",294,0.0010842104611917,"02FV.Rhinophora lepida","Flower-visiting insect",0
"295",295,0.00108421673884179,"02FV.Rhoptromeris heptoma","Flower-visiting insect",0
"296",296,0.00108421153376407,"02FV.Rhoptromeris rufiventris","Flower-visiting insect",0
"297",297,0.00108421065429579,"02FV.Saltella sphondylii","Flower-visiting insect",0
"298",298,0.00108421076931245,"02FV.Sarcophaga carnaria","Flower-visiting insect",0
"299",299,0.00109012736697543,"02FV.Scaptomyza flava","Flower-visiting insect",5.92359734218542e-06
"300",300,0.00109040263197182,"02FV.Scaptomyza pallida","Flower-visiting insect",6.19645468636675e-06
"301",301,0.00109108933089254,"02FV.Scathophaga stercoraria","Flower-visiting insect",6.86209062888732e-06
"302",302,0.00108421497781297,"02FV.Scatopsidae sp","Flower-visiting insect",0
"303",303,0.00108421453204267,"02FV.Sciaridae sp","Flower-visiting insect",0
"304",304,0.00108421109027123,"02FV.Sepsis cynipsea or neocynipsea","Flower-visiting insect",0
"305",305,0.00108421030475136,"02FV.Sepsis flavimana","Flower-visiting insect",0
"306",306,0.00108421272084405,"02FV.Sepsis fulgens","Flower-visiting insect",0
"307",307,0.00108421032337875,"02FV.Sepsis orthocnemis","Flower-visiting insect",0
"308",308,0.00108421027949515,"02FV.Sepsis violacea","Flower-visiting insect",0
"309",309,0.00108421024134215,"02FV.Sicus ferrugineus","Flower-visiting insect",0
"310",310,0.00108421027922191,"02FV.Simulium sp","Flower-visiting insect",0
"311",311,0.00108421474749662,"02FV.Siphona geniculata","Flower-visiting insect",0
"312",312,0.0010842123557408,"02FV.Sitona puncticollis","Flower-visiting insect",0
"313",313,0.00108421077709186,"02FV.Sphaerophoria menthastri","Flower-visiting insect",0
"314",314,0.00108421024134215,"02FV.Sphaerophoria rueppellii","Flower-visiting insect",0
"315",315,0.00112726314118038,"02FV.Sphaerophoria scripta","Flower-visiting insect",4.30982265498251e-05
"316",316,0.00113034406853535,"02FV.Sphaerophoria sp","Flower-visiting insect",4.61815791983893e-05
"317",317,0.00108421032286535,"02FV.Stenodiplosis sp","Flower-visiting insect",0
"318",318,0.00108421235406435,"02FV.Stenomalina sp","Flower-visiting insect",0
"319",319,0.00108421027016893,"02FV.Sussaba cognata","Flower-visiting insect",0
"320",320,0.00108421159258673,"02FV.Syritta pipiens","Flower-visiting insect",0
"321",321,0.00108421025233437,"02FV.Syrphus ribesii","Flower-visiting insect",0
"322",322,0.00108421025289068,"02FV.Tenthredopsis nassata","Flower-visiting insect",0
"323",323,0.00108421024707275,"02FV.Tersilochus sp","Flower-visiting insect",0
"324",324,0.00108421094777542,"02FV.Tetramesa sp","Flower-visiting insect",0
"325",325,0.00108421456029916,"02FV.Tetrastichinae sp","Flower-visiting insect",0
"326",326,0.00108421032286535,"02FV.Thaumatomyia glabra","Flower-visiting insect",0
"327",327,0.00108421027021568,"02FV.Theroscopus sp","Flower-visiting insect",0
"328",328,0.00108421036726234,"02FV.Tiphia minuta","Flower-visiting insect",0
"329",329,0.00108421024134213,"02FV.Torymus sp","Flower-visiting insect",0
"330",330,0.0010842102794416,"02FV.Tricimba cincta","Flower-visiting insect",0
"331",331,0.00108421123003795,"02FV.Triphleba sp","Flower-visiting insect",0
"332",332,0.001084210270194,"02FV.Trybliographa erythrocera","Flower-visiting insect",0
"333",333,0.00108421025229332,"02FV.Tytthaspis sedecimpunctata","Flower-visiting insect",0
"334",334,0.00108421027949515,"02FV.Volucella bombylans","Flower-visiting insect",0
"335",335,0.00108470491305223,"03APH.Acyrthosiphon pisum","Aphid",0
"336",336,0.00108421387072731,"03APH.Aphid species 1","Aphid",0
"337",337,0.00108421087234557,"03APH.Aphis fabae","Aphid",0
"338",338,0.00108460027751911,"03APH.Aphis galiiscabri","Aphid",0
"339",339,0.00109275589954497,"03APH.Aphis rumicis","Aphid",7.17636627984662e-12
"340",340,0.00108421484521797,"03APH.Aphis urticae","Aphid",0
"341",341,1,"03APH.Brachycaudus helichrysii","Aphid",1
"342",342,0.0010876280848527,"03APH.Capitophorus elaeagnii","Aphid",0
"343",343,0.00108572404006048,"03APH.Cavariella aegopodii","Aphid",0
"344",344,0.00108421605197245,"03APH.Cryptomyzus korschelti","Aphid",0
"345",345,0.00108421049030523,"03APH.Dysaphis species 1","Aphid",0
