"node_id","node_name","taxon","biomass.g"
218,"Kuzinia sp","Flower-visiting",0.00440259571428571
219,"Lasioglossum sp","Flower-visiting",0.515339984215776
220,"Limnia unguicornis","Flower-visiting",0.00440259571428571
221,"Limnophora triangula","Flower-visiting",0.00440259571428571
222,"Lonchoptera lutea","Flower-visiting",0.00440259571428571
223,"Longitarsus sp","Flower-visiting",0.00440259571428571
224,"Lotophila atra","Flower-visiting",0.00440259571428571
225,"Lucilia caesar","Flower-visiting",0.00440259571428571
226,"Lucilia richardsi","Flower-visiting",0.00440259571428571
227,"Lucilia sericata","Flower-visiting",0.00440259571428571
228,"Malachius bipustulatus","Flower-visiting",0.00440259571428571
229,"Malthodes minimus","Flower-visiting",0.00440259571428571
230,"Megaselia sp","Flower-visiting",0.00440259571428571
231,"Melangyna sp","Flower-visiting",0.77820202020202
232,"Melanostoma mellinum","Flower-visiting",0.740583333333333
233,"Melanostoma scalare","Flower-visiting",0.911272727272727
234,"Melanostoma sp","Flower-visiting",0.77820202020202
235,"Melinda viridicyanea","Flower-visiting",0.00440259571428571
236,"Metasyrphus luniger","Flower-visiting",0.77820202020202
237,"Metopina sp","Flower-visiting",0.00440259571428571
238,"Microchrysa polita","Flower-visiting",0.00440259571428571
239,"Microphor anomalus","Flower-visiting",0.00440259571428571
240,"Micropterix calthella","Flower-visiting",0.00440259571428571
241,"Miscogaster maculata","Flower-visiting",0.00440259571428571
242,"Musca autumnalis","Flower-visiting",0.00440259571428571
243,"Neoascia podagrica","Flower-visiting",0.77820202020202
244,"Neomyia cornicina","Flower-visiting",0.00440259571428571
245,"Neomyia viridescens","Flower-visiting",0.00440259571428571
246,"Norellisoma spinimanum","Flower-visiting",0.00440259571428571
247,"Oedemera lurida","Flower-visiting",0.00440259571428571
248,"Oedemera nobilis","Flower-visiting",0.00440259571428571
249,"Olibrus aeneus","Flower-visiting",0.000251
250,"Omphalapion hookerorum","Flower-visiting",0.00440259571428571
251,"Ophiomyia sp","Flower-visiting",0.00440259571428571
252,"Opomyza germinationis","Flower-visiting",0.00440259571428571
253,"Opomyza petrei","Flower-visiting",0.00440259571428571
254,"Oscinella cariciphila","Flower-visiting",0.00440259571428571
255,"Oscinella frit","Flower-visiting",0.00440259571428571
256,"Oscinella hortensis","Flower-visiting",0.00440259571428571
257,"Oscinella nigerrima","Flower-visiting",0.00440259571428571
258,"Oscinella nitidissima","Flower-visiting",0.00440259571428571
259,"Pegoplata aestiva or Adia cinerella","Flower-visiting",0.00440259571428571
260,"Pegoplata depilis","Flower-visiting",0.00440259571428571
261,"Pegoplata infirma","Flower-visiting",0.00440259571428571
262,"Phaenocarpa (ruficeps)","Flower-visiting",0.00440259571428571
263,"Phaonia lasiophthalma","Flower-visiting",0.00440259571428571
264,"Phasia obesa","Flower-visiting",0.00440259571428571
265,"Phasia pusilla","Flower-visiting",0.00440259571428571
266,"Phradis morionellus","Flower-visiting",0.00440259571428571
267,"Phyllobius virideaeris","Flower-visiting",0.00440259571428571
268,"Phyllonorycter sp","Flower-visiting",0.00440259571428571
269,"Phytomyza cineracea","Flower-visiting",0.00440259571428571
270,"Phytomyza notata","Flower-visiting",0.00440259571428571
271,"Pierretia sp","Flower-visiting",0.00440259571428571
272,"Pimpla contemplator","Flower-visiting",0.00440259571428571
273,"Pionini sp","Flower-visiting",0.00440259571428571
274,"Pipiza noctiluca","Flower-visiting",0.972
275,"Plagiatrochus sp","Flower-visiting",0.00440259571428571
276,"Platycheirus albimanus","Flower-visiting",0.444111111111111
277,"Platycheirus clypeatus","Flower-visiting",0.5485
278,"Platycheirus manicatus","Flower-visiting",0.77820202020202
279,"Platycheirus nielseni","Flower-visiting",0.77820202020202
280,"Platycheirus peltatus","Flower-visiting",0.77820202020202
281,"Platycheirus scutatus","Flower-visiting",0.77820202020202
282,"Platycheirus sp","Flower-visiting",0.77820202020202
283,"Platypalpus sp","Flower-visiting",0.00440259571428571
284,"Pollenia amentaria","Flower-visiting",0.00440259571428571
285,"Pollenia pediculata","Flower-visiting",0.00440259571428571
286,"Pollenia rudis","Flower-visiting",0.00440259571428571
287,"Psallinae sp","Flower-visiting",0.00440259571428571
288,"Psocoptera sp","Flower-visiting",0.00440259571428571
289,"Psychodidae sp","Flower-visiting",0.00440259571428571
290,"Psyllidae sp","Flower-visiting",0.00440259571428571
291,"Pteromalidae","Flower-visiting",0.00440259571428571
292,"Rhagio notatus","Flower-visiting",0.00440259571428571
293,"Rhagio tringarius","Flower-visiting",0.00440259571428571
294,"Rhagonycha fulva","Flower-visiting",0.0015275
295,"Rhingia campestris","Flower-visiting",0.957666666666667
296,"Rhinophora lepida","Flower-visiting",0.00440259571428571
297,"Rhoptromeris heptoma","Flower-visiting",0.00440259571428571
298,"Rhoptromeris rufiventris","Flower-visiting",0.00440259571428571
299,"Saltella sphondylii","Flower-visiting",0.00440259571428571
300,"Sarcophaga carnaria","Flower-visiting",0.00440259571428571
301,"Scaptomyza flava","Flower-visiting",0.00440259571428571
302,"Scaptomyza pallida","Flower-visiting",0.00440259571428571
303,"Scathophaga stercoraria","Flower-visiting",0.00440259571428571
304,"Scatopsidae sp","Flower-visiting",0.00440259571428571
305,"Sciaridae sp","Flower-visiting",0.00440259571428571
306,"Sepsis cynipsea or neocynipsea","Flower-visiting",0.00440259571428571
307,"Sepsis flavimana","Flower-visiting",0.00440259571428571
308,"Sepsis fulgens","Flower-visiting",0.00440259571428571
309,"Sepsis orthocnemis","Flower-visiting",0.00440259571428571
310,"Sepsis violacea","Flower-visiting",0.00440259571428571
311,"Sicus ferrugineus","Flower-visiting",0.00440259571428571
312,"Simulium sp","Flower-visiting",0.00440259571428571
313,"Siphona geniculata","Flower-visiting",0.00440259571428571
314,"Sitona puncticollis","Flower-visiting",0.00165
315,"Sphaerophoria menthastri","Flower-visiting",0.77820202020202
316,"Sphaerophoria rueppellii","Flower-visiting",0.77820202020202
317,"Sphaerophoria scripta","Flower-visiting",0.706444444444444
318,"Sphaerophoria sp","Flower-visiting",0.77820202020202
319,"Stenodiplosis sp","Flower-visiting",0.00440259571428571
320,"Stenomalina sp","Flower-visiting",0.00440259571428571
321,"Sussaba cognata","Flower-visiting",0.00440259571428571
322,"Syritta pipiens","Flower-visiting",0.861416666666667
323,"Syrphus ribesii","Flower-visiting",0.50775
324,"Tenthredopsis nassata","Flower-visiting",0.00440259571428571
325,"Tersilochus sp","Flower-visiting",0.00440259571428571
326,"Tetramesa sp","Flower-visiting",0.00440259571428571
327,"Tetrastichinae sp","Flower-visiting",0.00440259571428571
328,"Thaumatomyia glabra","Flower-visiting",0.00440259571428571
329,"Theroscopus sp","Flower-visiting",0.00440259571428571
330,"Tiphia minuta","Flower-visiting",0.00440259571428571
331,"Torymus sp","Flower-visiting",0.00440259571428571
332,"Tricimba cincta","Flower-visiting",0.00440259571428571
333,"Triphleba sp","Flower-visiting",0.00440259571428571
334,"Trybliographa erythrocera","Flower-visiting",0.00440259571428571
335,"Tytthaspis sedecimpunctata","Flower-visiting",0.00440259571428571
336,"Volucella bombylans","Flower-visiting",0.77820202020202
337,"Acyrthosiphon pisum","Aphid",0.0008623
338,"Aphid species ","Aphid",0.0014099
339,"Aphis fabae","Aphid",0.0014099
340,"Aphis galiiscabri","Aphid",0.0014099
341,"Aphis rumicis","Aphid",0.0014099
342,"Aphis urticae","Aphid",0.0014099
343,"Brachycaudus helichrysii","Aphid",0.0014099
344,"Capitophorus elaeagnii","Aphid",0.0014099
345,"Cavariella aegopodii","Aphid",0.0014099
346,"Cryptomyzus korschelti","Aphid",0.0014099
347,"Dysaphis species ","Aphid",0.0014099
348,"Hyperomyzus lactucae","Aphid",0.0014099
349,"Lipaphys erysimi","Aphid",0.0014099
350,"Macrosiphum funestum","Aphid",0.0014099
351,"Metopolophium dihrodum","Aphid",0.0014099
352,"Microlophium carnosum","Aphid",0.0014099
353,"Myzocallis coryli","Aphid",0.0014099
354,"Myzus persicae","Aphid",0.0002042
355,"Nasonvoia ribisnigri","Aphid",0.0014099
356,"Phorodon humuli","Aphid",0.0014099
357,"Sipha maydis","Aphid",0.0014099
358,"Sitobion avenae","Aphid",0.0031632
359,"Sitobion fragariae","Aphid",0.0014099
360,"Therioaphis trifoli","Aphid",0.0014099
361,"Tubaphis ranunculina","Aphid",0.0014099
362,"Uroleucon aeneum","Aphid",0.0014099
363,"Uroleucon cirsii","Aphid",0.0014099
364,"Uroleucon sonchi","Aphid",0.0014099
365,"Aphidius ervi","Primary aphid parasitoid",0.000116
366,"Aphidius funebris","Primary aphid parasitoid",0.000385666666666667
367,"Aphidius matricariae","Primary aphid parasitoid",0.00088
368,"Aphidius picipes","Primary aphid parasitoid",0.000385666666666667
369,"Aphidius rhopalosiphi","Primary aphid parasitoid",0.000161
370,"Ephedrus plagiator","Primary aphid parasitoid",0.000385666666666667
371,"Praon dorsale","Primary aphid parasitoid",0.000385666666666667
372,"Praon exoletum","Primary aphid parasitoid",0.000385666666666667
373,"Praon sp nr flavinode","Primary aphid parasitoid",0.000385666666666667
374,"Praon volucre","Primary aphid parasitoid",0.000385666666666667
375,"Trioxys B","Primary aphid parasitoid",0.000385666666666667
376,"Alloxysta victrix","Secondary aphid parasitoid",5.86e-05
377,"Asaphes suspensus","Secondary aphid parasitoid",7.44e-05
378,"Asaphes vulgaris","Secondary aphid parasitoid",7.44e-05
379,"Coruna clavata","Secondary aphid parasitoid",7.44e-05
380,"Dendrocerus aphidum","Secondary aphid parasitoid",7.44e-05
381,"Dendrocerus carpenteri","Secondary aphid parasitoid",9.02e-05
382,"Pachyneuron sp","Secondary aphid parasitoid",7.44e-05
383,"Achrysocharoides acerianus","Leaf-miner parasitoid",0.003286967
384,"Achrysocharoides atys","Leaf-miner parasitoid",0.003286967
385,"Achrysocharoides butus","Leaf-miner parasitoid",0.003286967
386,"Achrysocharoides latreillei","Leaf-miner parasitoid",0.003286967
387,"Adelius sp","Leaf-miner parasitoid",0.003286967
388,"Adelurola florimela","Leaf-miner parasitoid",0.003286967
389,"Alysiinae sp","Leaf-miner parasitoid",0.003286967
390,"Anagrus sp A","Leaf-miner parasitoid",2.88e-05
391,"Anagrus sp B","Leaf-miner parasitoid",2.88e-05
392,"Anagrus sp C","Leaf-miner parasitoid",2.88e-05
393,"Apanteles circumscriptus","Leaf-miner parasitoid",0.0089
394,"Aphanogmus microneurus","Leaf-miner parasitoid",0.003286967
395,"Aphanogmus sp","Leaf-miner parasitoid",0.003286967
396,"Apodesmia A","Leaf-miner parasitoid",0.003286967
397,"Apodesmia curvata","Leaf-miner parasitoid",0.003286967
398,"Apodesmia irregularis","Leaf-miner parasitoid",0.003286967
399,"Apodesmia ocellata","Leaf-miner parasitoid",0.003286967
400,"Apodesmia rufipes","Leaf-miner parasitoid",0.003286967
401,"Apodesmia similis","Leaf-miner parasitoid",0.003286967
402,"Asaphes suspensus","Leaf-miner parasitoid",9.27e-06
403,"Ascogaster varipes","Leaf-miner parasitoid",0.003286967
404,"Bracon sp","Leaf-miner parasitoid",0.0025
405,"Campoplex sp","Leaf-miner parasitoid",0.003286967
406,"Chelonus scabrosus","Leaf-miner parasitoid",0.0069
407,"Chelonus sp","Leaf-miner parasitoid",0.0069
408,"Chelonus sp aff rimatus","Leaf-miner parasitoid",0.0069
409,"Chorebus A","Leaf-miner parasitoid",0.003286967
410,"Chorebus amasis","Leaf-miner parasitoid",0.003286967
411,"Chorebus aphantus","Leaf-miner parasitoid",0.003286967
412,"Chorebus B","Leaf-miner parasitoid",0.003286967
413,"Chorebus C","Leaf-miner parasitoid",0.003286967
414,"Chorebus E","Leaf-miner parasitoid",0.003286967
415,"Chorebus fallaciosae","Leaf-miner parasitoid",0.003286967
416,"Chorebus lateralis","Leaf-miner parasitoid",0.003286967
417,"Chorebus leptogaster","Leaf-miner parasitoid",0.003286967
418,"Chorebus tanis","Leaf-miner parasitoid",0.003286967
419,"Chrysocharis chilo","Leaf-miner parasitoid",0.003286967
420,"Chrysocharis laomedon","Leaf-miner parasitoid",0.003286967
421,"Chrysocharis orbicularis","Leaf-miner parasitoid",0.003286967
422,"Chrysocharis pentheus","Leaf-miner parasitoid",0.003286967
423,"Chrysocharis polyzo","Leaf-miner parasitoid",0.003286967
424,"Chrysocharis prodice","Leaf-miner parasitoid",0.003286967
425,"Chrysocharis pubicornis","Leaf-miner parasitoid",0.003286967
426,"Chrysocharis viridis","Leaf-miner parasitoid",0.003286967
427,"Cirrospilus diallus","Leaf-miner parasitoid",0.003286967
428,"Cirrospilus lyncus","Leaf-miner parasitoid",0.003286967
429,"Cirrospilus vittatus","Leaf-miner parasitoid",0.003286967
430,"Colastes braconius","Leaf-miner parasitoid",0.003286967
431,"Colastes sp aff braconius","Leaf-miner parasitoid",0.003286967
432,"Coloneura (ate)","Leaf-miner parasitoid",0.003286967
433,"Cyrtogaster vulgaris","Leaf-miner parasitoid",0.003286967
434,"Dacnusa adducta","Leaf-miner parasitoid",0.003286967
435,"Dacnusa areolaris","Leaf-miner parasitoid",0.003286967
436,"Dacnusa laevipectus","Leaf-miner parasitoid",0.003286967
437,"Dacnusa macrospila","Leaf-miner parasitoid",0.003286967
438,"Dacnusa maculipes/confinis","Leaf-miner parasitoid",0.003286967
439,"Dacnusa tarsalis","Leaf-miner parasitoid",0.003286967
440,"Dacnusa temula","Leaf-miner parasitoid",0.003286967
441,"Dapsilarthra rufiventris","Leaf-miner parasitoid",0.003286967
442,"Desmiostoma parvulum","Leaf-miner parasitoid",0.003286967
443,"Diadegma crataegi","Leaf-miner parasitoid",0.000674
444,"Diglyphus chabrias","Leaf-miner parasitoid",0.003286967
445,"Diglyphus isaea","Leaf-miner parasitoid",0.003286967
446,"Epiclerus temenus","Leaf-miner parasitoid",0.003286967
447,"Eulophinae sp","Leaf-miner parasitoid",0.003286967
448,"Exotela cyclogaster","Leaf-miner parasitoid",0.003286967
449,"Exotela flavicoxa","Leaf-miner parasitoid",0.003286967
450,"Exotela gilvipes","Leaf-miner parasitoid",0.003286967
451,"Exotela spinifer","Leaf-miner parasitoid",0.003286967
452,"Forsterella sp","Leaf-miner parasitoid",0.003286967
453,"Gelis anthracinus","Leaf-miner parasitoid",0.003286967
454,"Gelis bicolor","Leaf-miner parasitoid",0.003286967
455,"Hemiptarsenus dropion","Leaf-miner parasitoid",0.003286967
456,"Hemiptarsenus fulvicollis","Leaf-miner parasitoid",0.003286967
457,"Hemiptarsenus unguicellus","Leaf-miner parasitoid",0.003286967
458,"Ionympha carne","Leaf-miner parasitoid",0.003286967
459,"Microgastrinae sp","Leaf-miner parasitoid",0.003286967
460,"Miscogaster hortensis","Leaf-miner parasitoid",0.003286967
461,"Miscogaster maculata","Leaf-miner parasitoid",0.003286967
462,"Opiinae sp","Leaf-miner parasitoid",0.003286967
463,"Opius s s ","Leaf-miner parasitoid",0.003286967
464,"Opius s s  lugens","Leaf-miner parasitoid",0.003286967
465,"Opius sp","Leaf-miner parasitoid",0.003286967
466,"Pediobius acantha","Leaf-miner parasitoid",0.003286967
467,"Phaedrotoma exigua","Leaf-miner parasitoid",0.003286967
468,"Phaedrotoma variegata","Leaf-miner parasitoid",0.003286967
469,"Pnigalio soemius","Leaf-miner parasitoid",0.003286967
470,"Seladerma diffine","Leaf-miner parasitoid",0.003286967
471,"Seladerma tarsale","Leaf-miner parasitoid",0.003286967
472,"Sympiesis gordius","Leaf-miner parasitoid",0.003286967
473,"Sympiesis sericeicornis","Leaf-miner parasitoid",0.003286967
474,"Synopeas rhanis","Leaf-miner parasitoid",0.003286967
475,"Torymus sp","Leaf-miner parasitoid",0.003286967
476,"Blastodacna hellerella","Seed-feeding insect",0.0034902
477,"Bruchidius varius","Seed-feeding insect",0.003
478,"Bruchophagus gibbus","Seed-feeding insect",0.0034902
479,"Curtonotus aulicus","Seed-feeding insect",0.0034902
480,"Olibrus aeneus","Seed-feeding insect",0.000251
481,"Oxystoma pomonae","Seed-feeding insect",0.0034902
482,"Protapion apricans","Seed-feeding insect",0.0034902
483,"Protapion assimile","Seed-feeding insect",0.0034902
484,"Protapion fulvipes","Seed-feeding insect",0.0034902
485,"Protapion nigritarse","Seed-feeding insect",0.0034902
486,"Protapion trifolii","Seed-feeding insect",0.0034902
487,"Protapion varipes","Seed-feeding insect",0.0034902
488,"Rhinocyllus conicus","Seed-feeding insect",0.00845
489,"Sitona lineatus","Seed-feeding insect",0.00165
490,"Sitona sulcifrons","Seed-feeding insect",0.0034902
491,"Terellia longicauda","Seed-feeding insect",0.0034902
492,"Terellia ruficauda","Seed-feeding insect",0.0034902
493,"Terellia serratulae","Seed-feeding insect",0.0034902
494,"Urophora stylata","Seed-feeding insect",0.0041
495,"Alauda arvensis","Seed-feeding bird",37.31
496,"Alectoris rufa","Seed-feeding bird",527.86
497,"Carduelis cannabina","Seed-feeding bird",19.53
498,"Carduelis carduelis","Seed-feeding bird",16
499,"Carduelis chloris","Seed-feeding bird",26
500,"Columba palumbus","Seed-feeding bird",490
501,"Corvus frugilegus","Seed-feeding bird",452.1
502,"Corvus monedula","Seed-feeding bird",246
503,"Emberiza citrinella","Seed-feeding bird",29.7
504,"Fringilla coelebs","Seed-feeding bird",23.81
505,"Passer domesticus","Seed-feeding bird",26.51
506,"Streptopelia decaocto","Seed-feeding bird",148.96
507,"Apodemus flavicollis","Seed-feeding rodent",26.7
508,"Apodemus sylvaticus","Seed-feeding rodent",30.45
