"iteration","remain_species","taxon","abun"
2,505,"Seed-feeding bird",60
2,372,"Primary aphid parasitoid",25794.3793103448
2,366,"Primary aphid parasitoid",552
2,382,"Secondary aphid parasitoid",552
2,528,"Insect seed-feeder parasitoid",1105
2,529,"Insect seed-feeder parasitoid",552
2,532,"Insect seed-feeder parasitoid",552
2,533,"Insect seed-feeder parasitoid",552
2,535,"Insect seed-feeder parasitoid",1105
2,539,"Insect seed-feeder parasitoid",1657
2,379,"Secondary aphid parasitoid",73
2,548,"Rodent ectoparasite",18
2,534,"Insect seed-feeder parasitoid",411664.051724138
2,540,"Insect seed-feeder parasitoid",53523.0517241379
2,542,"Insect seed-feeder parasitoid",92458
2,543,"Insect seed-feeder parasitoid",76075
3,95,"Crop",815.862068965517
3,99,"Crop",460.379310344828
3,98,"Crop",92.9655172413793
3,97,"Crop",80.3793103448276
3,358,"Aphid",150786521.034483
3,94,"Crop",23.9838362068965
3,96,"Crop",31.9784482758621
3,356,"Aphid",547
3,508,"Seed-feeding rodent",1856.60344827586
3,337,"Aphid",297745
3,478,"Seed-feeding insect",65740
3,360,"Aphid",60494
3,295,"Flower-visiting",2523.86206896552
3,112,"Flower-visiting",26557.0172413793
3,126,"Flower-visiting",5500.1724137931
3,351,"Aphid",1827865.29310345
3,376,"Secondary aphid parasitoid",627047.948275862
3,377,"Secondary aphid parasitoid",948568.482758621
3,368,"Primary aphid parasitoid",217346.948275862
3,367,"Primary aphid parasitoid",73160.8103448276
3,378,"Secondary aphid parasitoid",179535.931034483
3,374,"Primary aphid parasitoid",382575.206896552
3,369,"Primary aphid parasitoid",286388.724137931
3,365,"Primary aphid parasitoid",506873.827586207
3,381,"Secondary aphid parasitoid",1182637.70689655
3,380,"Secondary aphid parasitoid",113568.931034483
3,370,"Primary aphid parasitoid",306023.620689655
3,470,"Leaf-miner parasitoid",932770.672413793
3,445,"Leaf-miner parasitoid",2361161.01724138
3,412,"Leaf-miner parasitoid",44968.5689655172
3,429,"Leaf-miner parasitoid",10664.8125
3,457,"Leaf-miner parasitoid",105237.625
3,438,"Leaf-miner parasitoid",479357.034482759
3,469,"Leaf-miner parasitoid",151399.189655172
3,422,"Leaf-miner parasitoid",137609.327586207
3,196,"Flower-visiting",5032.12068965517
3,514,"Butterfly",434.758620689655
3,516,"Butterfly",360.23275862069
3,523,"Butterfly",269.034482758621
3,495,"Seed-feeding bird",57.2521551724138
3,496,"Seed-feeding bird",415.974137931035
3,497,"Seed-feeding bird",47.7101293103448
3,498,"Seed-feeding bird",1263.22413793103
3,499,"Seed-feeding bird",135.948275862069
3,500,"Seed-feeding bird",390.784482758621
3,501,"Seed-feeding bird",656.793103448276
3,502,"Seed-feeding bird",153.76724137931
3,503,"Seed-feeding bird",153.801724137931
3,504,"Seed-feeding bird",168.284482758621
3,505,"Seed-feeding bird",60
3,366,"Primary aphid parasitoid",552
3,382,"Secondary aphid parasitoid",552
3,379,"Secondary aphid parasitoid",73
3,548,"Rodent ectoparasite",3
3,549,"Rodent ectoparasite",3
3,534,"Insect seed-feeder parasitoid",411664.051724138
3,540,"Insect seed-feeder parasitoid",53523.0517241379
3,542,"Insect seed-feeder parasitoid",92458
3,543,"Insect seed-feeder parasitoid",76075
3,371,"Primary aphid parasitoid",6722
4,95,"Crop",815.862068965517
4,99,"Crop",460.379310344828
4,98,"Crop",92.9655172413793
4,97,"Crop",80.3793103448276
4,358,"Aphid",150953472.034483
4,94,"Crop",23.9838362068965
4,96,"Crop",31.9784482758621
4,352,"Aphid",142479
4,508,"Seed-feeding rodent",2338.60344827586
4,477,"Seed-feeding insect",1105
4,487,"Seed-feeding insect",552
4,489,"Seed-feeding insect",552
4,490,"Seed-feeding insect",552
4,356,"Aphid",547
4,491,"Seed-feeding insect",292
4,347,"Aphid",145
4,478,"Seed-feeding insect",65740
4,364,"Aphid",322636
4,295,"Flower-visiting",2384.86206896552
4,112,"Flower-visiting",28453.0172413793
4,126,"Flower-visiting",8188.1724137931
4,351,"Aphid",1871993.29310345
4,376,"Secondary aphid parasitoid",627047.948275862
4,377,"Secondary aphid parasitoid",948568.482758621
4,368,"Primary aphid parasitoid",217346.948275862
4,367,"Primary aphid parasitoid",73160.8103448276
4,378,"Secondary aphid parasitoid",179535.931034483
4,374,"Primary aphid parasitoid",382575.206896552
4,369,"Primary aphid parasitoid",286388.724137931
4,365,"Primary aphid parasitoid",506873.827586207
4,381,"Secondary aphid parasitoid",1182637.70689655
4,380,"Secondary aphid parasitoid",113568.931034483
4,370,"Primary aphid parasitoid",306023.620689655
4,470,"Leaf-miner parasitoid",802455.672413793
4,445,"Leaf-miner parasitoid",2351730.01724138
4,412,"Leaf-miner parasitoid",44968.5689655172
4,429,"Leaf-miner parasitoid",10664.8125
4,457,"Leaf-miner parasitoid",158120.625
4,438,"Leaf-miner parasitoid",445685.034482759
4,469,"Leaf-miner parasitoid",145642.189655172
4,422,"Leaf-miner parasitoid",135295.327586207
4,196,"Flower-visiting",5032.12068965517
4,514,"Butterfly",457.758620689655
4,516,"Butterfly",360.23275862069
4,523,"Butterfly",269.034482758621
4,495,"Seed-feeding bird",57.2521551724138
4,496,"Seed-feeding bird",415.974137931035
4,497,"Seed-feeding bird",47.7101293103448
4,498,"Seed-feeding bird",1263.22413793103
4,499,"Seed-feeding bird",135.948275862069
4,500,"Seed-feeding bird",390.784482758621
4,501,"Seed-feeding bird",668.793103448276
4,502,"Seed-feeding bird",153.76724137931
4,503,"Seed-feeding bird",153.801724137931
4,504,"Seed-feeding bird",168.284482758621
4,505,"Seed-feeding bird",60
4,375,"Primary aphid parasitoid",1657
4,544,"Rodent ectoparasite",97
4,366,"Primary aphid parasitoid",552
4,382,"Secondary aphid parasitoid",552
4,527,"Insect seed-feeder parasitoid",1105
4,540,"Insect seed-feeder parasitoid",53523.0517241379
4,541,"Insect seed-feeder parasitoid",2209
4,537,"Insect seed-feeder parasitoid",1167
4,550,"Rodent ectoparasite",13
4,379,"Secondary aphid parasitoid",73
4,545,"Rodent ectoparasite",10
4,534,"Insect seed-feeder parasitoid",411664.051724138
4,542,"Insect seed-feeder parasitoid",92458
4,543,"Insect seed-feeder parasitoid",76075
5,95,"Crop",815.862068965517
5,99,"Crop",460.379310344828
5,98,"Crop",92.9655172413793
5,97,"Crop",80.3793103448276
5,358,"Aphid",131572832.034483
5,94,"Crop",23.9838362068965
5,96,"Crop",31.9784482758621
5,508,"Seed-feeding rodent",2028.60344827586
5,477,"Seed-feeding insect",1105
5,487,"Seed-feeding insect",552
5,489,"Seed-feeding insect",552
5,490,"Seed-feeding insect",552
5,479,"Seed-feeding insect",552
5,480,"Seed-feeding insect",552
5,488,"Seed-feeding insect",552
5,493,"Seed-feeding insect",6627
5,356,"Aphid",547
5,360,"Aphid",60494
5,295,"Flower-visiting",2384.86206896552
5,112,"Flower-visiting",27932.0172413793
5,126,"Flower-visiting",8158.1724137931
5,351,"Aphid",1866470.29310345
5,376,"Secondary aphid parasitoid",627047.948275862
5,377,"Secondary aphid parasitoid",948568.482758621
5,368,"Primary aphid parasitoid",217346.948275862
5,367,"Primary aphid parasitoid",73160.8103448276
5,378,"Secondary aphid parasitoid",179535.931034483
5,374,"Primary aphid parasitoid",382575.206896552
5,369,"Primary aphid parasitoid",286388.724137931
5,365,"Primary aphid parasitoid",506873.827586207
5,381,"Secondary aphid parasitoid",1182637.70689655
5,380,"Secondary aphid parasitoid",113568.931034483
5,370,"Primary aphid parasitoid",306023.620689655
5,470,"Leaf-miner parasitoid",386884.439655172
5,445,"Leaf-miner parasitoid",2351730.01724138
5,412,"Leaf-miner parasitoid",49595.5689655172
5,429,"Leaf-miner parasitoid",10664.8125
5,457,"Leaf-miner parasitoid",154806.625
5,438,"Leaf-miner parasitoid",478076.034482759
5,469,"Leaf-miner parasitoid",146772.189655172
5,422,"Leaf-miner parasitoid",132772.327586207
5,196,"Flower-visiting",5032.12068965517
5,514,"Butterfly",422.758620689655
5,516,"Butterfly",325.23275862069
5,523,"Butterfly",269.034482758621
5,495,"Seed-feeding bird",51.2521551724138
5,496,"Seed-feeding bird",415.974137931035
5,497,"Seed-feeding bird",47.7101293103448
5,498,"Seed-feeding bird",1263.22413793103
5,499,"Seed-feeding bird",135.948275862069
5,500,"Seed-feeding bird",390.784482758621
5,501,"Seed-feeding bird",668.793103448276
5,502,"Seed-feeding bird",144.76724137931
5,503,"Seed-feeding bird",153.801724137931
5,504,"Seed-feeding bird",168.284482758621
5,505,"Seed-feeding bird",60
5,544,"Rodent ectoparasite",106
5,366,"Primary aphid parasitoid",552
5,382,"Secondary aphid parasitoid",552
5,527,"Insect seed-feeder parasitoid",1105
5,528,"Insect seed-feeder parasitoid",1105
5,529,"Insect seed-feeder parasitoid",552
5,531,"Insect seed-feeder parasitoid",3314
5,532,"Insect seed-feeder parasitoid",552
5,533,"Insect seed-feeder parasitoid",552
5,538,"Insect seed-feeder parasitoid",1105
5,540,"Insect seed-feeder parasitoid",53523.0517241379
5,541,"Insect seed-feeder parasitoid",2209
5,379,"Secondary aphid parasitoid",73
5,548,"Rodent ectoparasite",52
5,549,"Rodent ectoparasite",3
6,95,"Crop",815.862068965517
6,99,"Crop",460.379310344828
6,98,"Crop",92.9655172413793
6,97,"Crop",80.3793103448276
6,358,"Aphid",131105040.034483
6,94,"Crop",23.9838362068965
6,96,"Crop",31.9784482758621
6,508,"Seed-feeding rodent",2321.60344827586
6,477,"Seed-feeding insect",1105
6,484,"Seed-feeding insect",748210
6,487,"Seed-feeding insect",552
6,489,"Seed-feeding insect",552
6,490,"Seed-feeding insect",552
6,356,"Aphid",547
6,350,"Aphid",78775
6,478,"Seed-feeding insect",65740
6,295,"Flower-visiting",2384.86206896552
6,112,"Flower-visiting",26362.0172413793
6,126,"Flower-visiting",5500.1724137931
6,351,"Aphid",1866470.29310345
6,376,"Secondary aphid parasitoid",627047.948275862
6,377,"Secondary aphid parasitoid",948568.482758621
6,368,"Primary aphid parasitoid",217346.948275862
6,367,"Primary aphid parasitoid",73160.8103448276
6,378,"Secondary aphid parasitoid",179535.931034483
6,374,"Primary aphid parasitoid",382575.206896552
6,369,"Primary aphid parasitoid",286388.724137931
6,365,"Primary aphid parasitoid",506873.827586207
6,381,"Secondary aphid parasitoid",1182637.70689655
6,380,"Secondary aphid parasitoid",113568.931034483
6,370,"Primary aphid parasitoid",306023.620689655
6,470,"Leaf-miner parasitoid",880099.672413793
6,445,"Leaf-miner parasitoid",2360723.01724138
6,412,"Leaf-miner parasitoid",44968.5689655172
6,429,"Leaf-miner parasitoid",10664.8125
6,457,"Leaf-miner parasitoid",139581.625
6,438,"Leaf-miner parasitoid",438522.034482759
6,469,"Leaf-miner parasitoid",145943.189655172
6,422,"Leaf-miner parasitoid",128913.327586207
6,196,"Flower-visiting",5032.12068965517
6,514,"Butterfly",457.758620689655
6,516,"Butterfly",308.23275862069
6,523,"Butterfly",244.034482758621
6,495,"Seed-feeding bird",57.2521551724138
6,496,"Seed-feeding bird",415.974137931035
6,497,"Seed-feeding bird",47.7101293103448
6,498,"Seed-feeding bird",1263.22413793103
6,499,"Seed-feeding bird",135.948275862069
6,500,"Seed-feeding bird",390.784482758621
6,501,"Seed-feeding bird",668.793103448276
6,502,"Seed-feeding bird",153.76724137931
6,503,"Seed-feeding bird",153.801724137931
6,504,"Seed-feeding bird",168.284482758621
6,505,"Seed-feeding bird",60
6,544,"Rodent ectoparasite",97
6,366,"Primary aphid parasitoid",552
6,382,"Secondary aphid parasitoid",552
6,527,"Insect seed-feeder parasitoid",1105
6,540,"Insect seed-feeder parasitoid",53523.0517241379
6,541,"Insect seed-feeder parasitoid",2209
6,545,"Rodent ectoparasite",154
6,546,"Rodent ectoparasite",22
6,379,"Secondary aphid parasitoid",73
6,534,"Insect seed-feeder parasitoid",411664.051724138
6,542,"Insect seed-feeder parasitoid",92458
6,543,"Insect seed-feeder parasitoid",76075
6,548,"Rodent ectoparasite",29
7,95,"Crop",815.862068965517
7,99,"Crop",460.379310344828
7,98,"Crop",92.9655172413793
7,97,"Crop",80.3793103448276
7,358,"Aphid",131108354.034483
7,94,"Crop",23.9838362068965
7,96,"Crop",31.9784482758621
7,352,"Aphid",142479
7,508,"Seed-feeding rodent",2321.60344827586
7,477,"Seed-feeding insect",1105
7,487,"Seed-feeding insect",552
7,489,"Seed-feeding insect",552
7,490,"Seed-feeding insect",552
7,479,"Seed-feeding insect",552
7,480,"Seed-feeding insect",552
7,488,"Seed-feeding insect",552
7,493,"Seed-feeding insect",6627
7,494,"Seed-feeding insect",72081
7,356,"Aphid",547
7,478,"Seed-feeding insect",65740
7,295,"Flower-visiting",2384.86206896552
7,112,"Flower-visiting",28049.0172413793
7,126,"Flower-visiting",8133.1724137931
7,351,"Aphid",1866470.29310345
7,376,"Secondary aphid parasitoid",627047.948275862
7,377,"Secondary aphid parasitoid",948568.482758621
7,368,"Primary aphid parasitoid",217346.948275862
7,367,"Primary aphid parasitoid",73160.8103448276
7,378,"Secondary aphid parasitoid",179535.931034483
7,374,"Primary aphid parasitoid",382575.206896552
7,369,"Primary aphid parasitoid",286388.724137931
7,365,"Primary aphid parasitoid",506873.827586207
7,381,"Secondary aphid parasitoid",1182637.70689655
7,380,"Secondary aphid parasitoid",113568.931034483
7,370,"Primary aphid parasitoid",306023.620689655
7,470,"Leaf-miner parasitoid",926223.439655172
7,445,"Leaf-miner parasitoid",2352168.01724138
7,412,"Leaf-miner parasitoid",44968.5689655172
7,429,"Leaf-miner parasitoid",10664.8125
7,457,"Leaf-miner parasitoid",75697.625
7,438,"Leaf-miner parasitoid",442371.034482759
7,469,"Leaf-miner parasitoid",146772.189655172
7,422,"Leaf-miner parasitoid",129135.327586207
7,196,"Flower-visiting",5032.12068965517
7,514,"Butterfly",469.758620689655
7,516,"Butterfly",351.23275862069
7,523,"Butterfly",269.034482758621
7,495,"Seed-feeding bird",57.2521551724138
7,496,"Seed-feeding bird",415.974137931035
7,497,"Seed-feeding bird",47.7101293103448
7,498,"Seed-feeding bird",1263.22413793103
7,499,"Seed-feeding bird",135.948275862069
7,500,"Seed-feeding bird",390.784482758621
7,501,"Seed-feeding bird",668.793103448276
7,502,"Seed-feeding bird",153.76724137931
7,503,"Seed-feeding bird",153.801724137931
7,504,"Seed-feeding bird",168.284482758621
7,505,"Seed-feeding bird",60
7,375,"Primary aphid parasitoid",1657
7,544,"Rodent ectoparasite",235
7,366,"Primary aphid parasitoid",552
7,382,"Secondary aphid parasitoid",552
7,527,"Insect seed-feeder parasitoid",1105
7,528,"Insect seed-feeder parasitoid",1105
7,529,"Insect seed-feeder parasitoid",552
7,531,"Insect seed-feeder parasitoid",3314
7,532,"Insect seed-feeder parasitoid",552
7,533,"Insect seed-feeder parasitoid",552
7,535,"Insect seed-feeder parasitoid",1105
7,538,"Insect seed-feeder parasitoid",1105
7,540,"Insect seed-feeder parasitoid",53523.0517241379
7,541,"Insect seed-feeder parasitoid",2209
7,550,"Rodent ectoparasite",13
7,379,"Secondary aphid parasitoid",73
7,530,"Insect seed-feeder parasitoid",2057
7,545,"Rodent ectoparasite",6
7,534,"Insect seed-feeder parasitoid",411664.051724138
7,542,"Insect seed-feeder parasitoid",92458
7,543,"Insect seed-feeder parasitoid",76075
8,95,"Crop",815.862068965517
8,99,"Crop",460.379310344828
8,98,"Crop",92.9655172413793
8,97,"Crop",80.3793103448276
8,358,"Aphid",131158766.034483
8,94,"Crop",23.9838362068965
8,96,"Crop",31.9784482758621
8,477,"Seed-feeding insect",1105
8,487,"Seed-feeding insect",552
8,489,"Seed-feeding insect",552
8,490,"Seed-feeding insect",552
8,350,"Aphid",78775
8,508,"Seed-feeding rodent",2125.60344827586
8,360,"Aphid",60494
8,295,"Flower-visiting",2523.86206896552
8,112,"Flower-visiting",26557.0172413793
8,126,"Flower-visiting",4895.1724137931
8,351,"Aphid",1866470.29310345
8,376,"Secondary aphid parasitoid",627047.948275862
8,377,"Secondary aphid parasitoid",948568.482758621
8,368,"Primary aphid parasitoid",217346.948275862
8,367,"Primary aphid parasitoid",73160.8103448276
8,378,"Secondary aphid parasitoid",179535.931034483
8,374,"Primary aphid parasitoid",382575.206896552
8,369,"Primary aphid parasitoid",286388.724137931
8,365,"Primary aphid parasitoid",506873.827586207
8,381,"Secondary aphid parasitoid",1182637.70689655
8,380,"Secondary aphid parasitoid",112739.931034483
8,370,"Primary aphid parasitoid",306023.620689655
8,470,"Leaf-miner parasitoid",881837.439655172
8,445,"Leaf-miner parasitoid",2351730.01724138
8,412,"Leaf-miner parasitoid",44968.5689655172
8,429,"Leaf-miner parasitoid",10664.8125
8,457,"Leaf-miner parasitoid",154806.625
8,438,"Leaf-miner parasitoid",478076.034482759
8,469,"Leaf-miner parasitoid",147783.189655172
8,422,"Leaf-miner parasitoid",131998.327586207
8,196,"Flower-visiting",5032.12068965517
8,514,"Butterfly",469.758620689655
8,516,"Butterfly",358.23275862069
8,523,"Butterfly",244.034482758621
8,495,"Seed-feeding bird",57.2521551724138
8,496,"Seed-feeding bird",415.974137931035
8,497,"Seed-feeding bird",47.7101293103448
8,498,"Seed-feeding bird",1263.22413793103
8,499,"Seed-feeding bird",135.948275862069
8,500,"Seed-feeding bird",390.784482758621
8,501,"Seed-feeding bird",668.793103448276
8,502,"Seed-feeding bird",153.76724137931
8,503,"Seed-feeding bird",153.801724137931
8,504,"Seed-feeding bird",168.284482758621
8,505,"Seed-feeding bird",60
8,366,"Primary aphid parasitoid",552
8,382,"Secondary aphid parasitoid",552
8,527,"Insect seed-feeder parasitoid",1105
8,540,"Insect seed-feeder parasitoid",53523.0517241379
8,541,"Insect seed-feeder parasitoid",2209
8,550,"Rodent ectoparasite",13
8,379,"Secondary aphid parasitoid",73
9,95,"Crop",815.862068965517
9,99,"Crop",460.379310344828
9,98,"Crop",92.9655172413793
9,97,"Crop",80.3793103448276
9,358,"Aphid",150763076.034483
9,94,"Crop",23.9838362068965
9,96,"Crop",31.9784482758621
9,350,"Aphid",78775
9,508,"Seed-feeding rodent",2149.60344827586
9,295,"Flower-visiting",2384.86206896552
9,112,"Flower-visiting",26859.0172413793
9,126,"Flower-visiting",5525.1724137931
9,351,"Aphid",1824145.29310345
9,376,"Secondary aphid parasitoid",627047.948275862
9,377,"Secondary aphid parasitoid",948568.482758621
9,368,"Primary aphid parasitoid",217346.948275862
9,367,"Primary aphid parasitoid",73160.8103448276
9,378,"Secondary aphid parasitoid",179535.931034483
9,374,"Primary aphid parasitoid",382575.206896552
9,369,"Primary aphid parasitoid",286388.724137931
9,365,"Primary aphid parasitoid",506873.827586207
9,381,"Secondary aphid parasitoid",1182637.70689655
9,380,"Secondary aphid parasitoid",113568.931034483
9,370,"Primary aphid parasitoid",306023.620689655
9,470,"Leaf-miner parasitoid",847759.439655172
9,445,"Leaf-miner parasitoid",2351730.01724138
9,412,"Leaf-miner parasitoid",44968.5689655172
9,429,"Leaf-miner parasitoid",10664.8125
9,457,"Leaf-miner parasitoid",89356.625
9,438,"Leaf-miner parasitoid",433137.034482759
9,469,"Leaf-miner parasitoid",143156.189655172
9,422,"Leaf-miner parasitoid",135076.327586207
9,196,"Flower-visiting",5032.12068965517
9,514,"Butterfly",434.758620689655
9,516,"Butterfly",360.23275862069
9,523,"Butterfly",269.034482758621
9,495,"Seed-feeding bird",51.2521551724138
9,496,"Seed-feeding bird",415.974137931035
9,497,"Seed-feeding bird",47.7101293103448
9,498,"Seed-feeding bird",1263.22413793103
9,499,"Seed-feeding bird",135.948275862069
9,500,"Seed-feeding bird",390.784482758621
9,501,"Seed-feeding bird",656.793103448276
9,502,"Seed-feeding bird",153.76724137931
9,503,"Seed-feeding bird",153.801724137931
9,504,"Seed-feeding bird",168.284482758621
9,505,"Seed-feeding bird",60
9,366,"Primary aphid parasitoid",552
9,382,"Secondary aphid parasitoid",552
9,546,"Rodent ectoparasite",28
9,379,"Secondary aphid parasitoid",73
9,545,"Rodent ectoparasite",75
9,549,"Rodent ectoparasite",3
10,95,"Crop",815.862068965517
10,99,"Crop",460.379310344828
10,98,"Crop",92.9655172413793
10,97,"Crop",80.3793103448276
10,358,"Aphid",131326662.034483
10,94,"Crop",23.9838362068965
10,96,"Crop",31.9784482758621
10,338,"Aphid",2486
10,508,"Seed-feeding rodent",2338.60344827586
10,479,"Seed-feeding insect",552
10,480,"Seed-feeding insect",552
10,488,"Seed-feeding insect",552
10,493,"Seed-feeding insect",8669
10,494,"Seed-feeding insect",72081
10,350,"Aphid",78775
10,491,"Seed-feeding insect",292
10,492,"Seed-feeding insect",2057
10,478,"Seed-feeding insect",65740
10,364,"Aphid",322636
10,360,"Aphid",60494
10,295,"Flower-visiting",2523.86206896552
10,112,"Flower-visiting",27747.0172413793
10,126,"Flower-visiting",8133.1724137931
10,351,"Aphid",1871993.29310345
10,376,"Secondary aphid parasitoid",627047.948275862
10,377,"Secondary aphid parasitoid",948568.482758621
10,368,"Primary aphid parasitoid",217346.948275862
10,367,"Primary aphid parasitoid",73160.8103448276
10,378,"Secondary aphid parasitoid",179535.931034483
10,374,"Primary aphid parasitoid",382575.206896552
10,369,"Primary aphid parasitoid",286388.724137931
10,365,"Primary aphid parasitoid",506873.827586207
10,381,"Secondary aphid parasitoid",1182637.70689655
10,380,"Secondary aphid parasitoid",113568.931034483
10,370,"Primary aphid parasitoid",306023.620689655
10,470,"Leaf-miner parasitoid",873552.439655172
10,445,"Leaf-miner parasitoid",2351730.01724138
10,412,"Leaf-miner parasitoid",44968.5689655172
10,429,"Leaf-miner parasitoid",12793.8125
10,457,"Leaf-miner parasitoid",92578.625
10,438,"Leaf-miner parasitoid",465528.034482759
10,469,"Leaf-miner parasitoid",152227.189655172
10,422,"Leaf-miner parasitoid",132772.327586207
10,196,"Flower-visiting",5032.12068965517
10,514,"Butterfly",469.758620689655
10,516,"Butterfly",343.23275862069
10,523,"Butterfly",244.034482758621
10,495,"Seed-feeding bird",57.2521551724138
10,496,"Seed-feeding bird",415.974137931035
10,497,"Seed-feeding bird",47.7101293103448
10,498,"Seed-feeding bird",1263.22413793103
10,499,"Seed-feeding bird",135.948275862069
10,500,"Seed-feeding bird",390.784482758621
10,501,"Seed-feeding bird",668.793103448276
10,502,"Seed-feeding bird",144.76724137931
