"iteration","remain_species","taxon","abun"
3,369,"Primary aphid parasitoid",279543.413793104
3,365,"Primary aphid parasitoid",506873.827586207
3,381,"Secondary aphid parasitoid",1182637.70689655
3,380,"Secondary aphid parasitoid",110285.081896552
3,370,"Primary aphid parasitoid",258618.965517241
3,470,"Leaf-miner parasitoid",933426.672413793
3,445,"Leaf-miner parasitoid",2130770.62715517
3,412,"Leaf-miner parasitoid",49668.5689655172
3,429,"Leaf-miner parasitoid",12793.8125
3,457,"Leaf-miner parasitoid",92271.125
3,438,"Leaf-miner parasitoid",478286.61637931
3,469,"Leaf-miner parasitoid",109005.392241379
3,422,"Leaf-miner parasitoid",135422.480603448
3,196,"Flower-visiting",5017.23275862069
3,514,"Butterfly",449.254310344828
3,516,"Butterfly",375.23275862069
3,523,"Butterfly",269.034482758621
3,495,"Seed-feeding bird",57.2521551724138
3,496,"Seed-feeding bird",358.299568965517
3,497,"Seed-feeding bird",47.7101293103448
3,498,"Seed-feeding bird",1263.22413793103
3,499,"Seed-feeding bird",116.706896551724
3,500,"Seed-feeding bird",355.887931034483
3,501,"Seed-feeding bird",603.26724137931
3,502,"Seed-feeding bird",144.76724137931
3,503,"Seed-feeding bird",153.801724137931
3,504,"Seed-feeding bird",168.284482758621
3,505,"Seed-feeding bird",56
3,544,"Rodent ectoparasite",241
3,366,"Primary aphid parasitoid",552
3,545,"Rodent ectoparasite",89
3,546,"Rodent ectoparasite",22
3,550,"Rodent ectoparasite",13
3,548,"Rodent ectoparasite",26
4,95,"Crop",815.862068965517
4,99,"Crop",460.379310344828
4,98,"Crop",92.9655172413793
4,97,"Crop",80.3793103448276
4,358,"Aphid",148931353.310345
4,94,"Crop",23.9838362068965
4,96,"Crop",31.9784482758621
4,508,"Seed-feeding rodent",2266.09590517241
4,477,"Seed-feeding insect",1105
4,487,"Seed-feeding insect",552
4,489,"Seed-feeding insect",552
4,478,"Seed-feeding insect",65740
4,295,"Flower-visiting",2523.86206896552
4,112,"Flower-visiting",28441.0172413793
4,126,"Flower-visiting",8024.20689655172
4,351,"Aphid",1870190.29310345
4,376,"Secondary aphid parasitoid",597554.464439655
4,377,"Secondary aphid parasitoid",927225.793103448
4,368,"Primary aphid parasitoid",207966.39762931
4,367,"Primary aphid parasitoid",59627.2155172414
4,378,"Secondary aphid parasitoid",176361.879310345
4,374,"Primary aphid parasitoid",381443.327586207
4,369,"Primary aphid parasitoid",272044.879310345
4,365,"Primary aphid parasitoid",395257.441810345
4,381,"Secondary aphid parasitoid",1179167.57758621
4,380,"Secondary aphid parasitoid",111444.879310345
4,370,"Primary aphid parasitoid",284349.077586207
4,470,"Leaf-miner parasitoid",925498.74137931
4,445,"Leaf-miner parasitoid",2320649.78017241
4,412,"Leaf-miner parasitoid",43887.59375
4,429,"Leaf-miner parasitoid",12793.8125
4,457,"Leaf-miner parasitoid",143724.625
4,438,"Leaf-miner parasitoid",478286.61637931
4,469,"Leaf-miner parasitoid",125190.483836207
4,422,"Leaf-miner parasitoid",135422.480603448
4,196,"Flower-visiting",5017.23275862069
4,514,"Butterfly",475.577586206897
4,516,"Butterfly",270.863146551724
4,523,"Butterfly",225.948275862069
4,495,"Seed-feeding bird",51.2521551724138
4,496,"Seed-feeding bird",378.974137931035
4,497,"Seed-feeding bird",35.3178879310345
4,498,"Seed-feeding bird",1054.03771551724
4,499,"Seed-feeding bird",102.293103448276
4,500,"Seed-feeding bird",350.850215517241
4,501,"Seed-feeding bird",504.068965517241
4,502,"Seed-feeding bird",129.157327586207
4,503,"Seed-feeding bird",137.446120689655
4,504,"Seed-feeding bird",168.284482758621
4,505,"Seed-feeding bird",59
4,544,"Rodent ectoparasite",106
4,366,"Primary aphid parasitoid",552
4,382,"Secondary aphid parasitoid",552
4,527,"Insect seed-feeder parasitoid",1105
4,540,"Insect seed-feeder parasitoid",42796.46875
4,541,"Insect seed-feeder parasitoid",2209
4,546,"Rodent ectoparasite",34
4,547,"Rodent ectoparasite",39
4,379,"Secondary aphid parasitoid",73
4,545,"Rodent ectoparasite",82
4,534,"Insect seed-feeder parasitoid",375412.454741379
4,543,"Insect seed-feeder parasitoid",76075
5,95,"Crop",815.862068965517
5,99,"Crop",460.379310344828
5,98,"Crop",92.9655172413793
5,97,"Crop",80.3793103448276
5,358,"Aphid",132009543.034483
5,94,"Crop",23.9838362068965
5,96,"Crop",31.9784482758621
5,356,"Aphid",547
5,508,"Seed-feeding rodent",1839.7025862069
5,364,"Aphid",322636
5,295,"Flower-visiting",2523.86206896552
5,112,"Flower-visiting",27564.3081896552
5,126,"Flower-visiting",8024.20689655172
5,351,"Aphid",1875713.29310345
5,376,"Secondary aphid parasitoid",611580.325431035
5,377,"Secondary aphid parasitoid",931165.301724138
5,368,"Primary aphid parasitoid",217346.948275862
5,367,"Primary aphid parasitoid",73160.8103448276
5,378,"Secondary aphid parasitoid",179535.931034483
5,374,"Primary aphid parasitoid",372105.323275862
5,369,"Primary aphid parasitoid",209176.831896552
5,365,"Primary aphid parasitoid",407745.497844828
5,381,"Secondary aphid parasitoid",1179167.57758621
5,380,"Secondary aphid parasitoid",113568.931034483
5,370,"Primary aphid parasitoid",306023.620689655
5,470,"Leaf-miner parasitoid",803208.118534483
5,445,"Leaf-miner parasitoid",1445178.21228448
5,412,"Leaf-miner parasitoid",49668.5689655172
5,429,"Leaf-miner parasitoid",10664.8125
5,457,"Leaf-miner parasitoid",147073.625
5,438,"Leaf-miner parasitoid",445734.9375
5,469,"Leaf-miner parasitoid",110662.392241379
5,422,"Leaf-miner parasitoid",128770.306034483
5,196,"Flower-visiting",4926.04418103448
5,514,"Butterfly",462.8125
5,516,"Butterfly",340.23275862069
5,523,"Butterfly",216.715517241379
5,495,"Seed-feeding bird",41.2112068965517
5,496,"Seed-feeding bird",415.974137931035
5,497,"Seed-feeding bird",47.7101293103448
5,498,"Seed-feeding bird",1263.22413793103
5,499,"Seed-feeding bird",135.948275862069
5,500,"Seed-feeding bird",390.784482758621
5,501,"Seed-feeding bird",581.081896551724
5,502,"Seed-feeding bird",146.76724137931
5,503,"Seed-feeding bird",115.814655172414
5,504,"Seed-feeding bird",151.609913793103
5,505,"Seed-feeding bird",58
5,382,"Secondary aphid parasitoid",552
5,546,"Rodent ectoparasite",28
5,547,"Rodent ectoparasite",39
5,545,"Rodent ectoparasite",85
5,548,"Rodent ectoparasite",52
5,549,"Rodent ectoparasite",3
6,95,"Crop",815.862068965517
6,99,"Crop",460.379310344828
6,98,"Crop",92.9655172413793
6,97,"Crop",80.3793103448276
6,358,"Aphid",136471195.965517
6,94,"Crop",23.9838362068965
6,96,"Crop",31.9784482758621
6,338,"Aphid",2486
6,508,"Seed-feeding rodent",1720.78663793104
6,295,"Flower-visiting",2384.86206896552
6,112,"Flower-visiting",24816.1702586207
6,126,"Flower-visiting",8173.68965517241
6,351,"Aphid",1875713.29310345
6,376,"Secondary aphid parasitoid",489777.106681035
6,377,"Secondary aphid parasitoid",945544.931034483
6,368,"Primary aphid parasitoid",152725.377155172
6,367,"Primary aphid parasitoid",70621.7349137931
6,378,"Secondary aphid parasitoid",160057.818965517
6,374,"Primary aphid parasitoid",269953.215517241
6,369,"Primary aphid parasitoid",185982.745689655
6,365,"Primary aphid parasitoid",272310.976293103
6,381,"Secondary aphid parasitoid",1025395.35560345
6,380,"Secondary aphid parasitoid",100439.060344828
6,370,"Primary aphid parasitoid",253930.879310345
6,470,"Leaf-miner parasitoid",924356.536637931
6,445,"Leaf-miner parasitoid",2311985.55818966
6,412,"Leaf-miner parasitoid",49595.5689655172
6,429,"Leaf-miner parasitoid",12793.8125
6,457,"Leaf-miner parasitoid",158776.625
6,438,"Leaf-miner parasitoid",169628.855603448
6,469,"Leaf-miner parasitoid",145129.890086207
6,422,"Leaf-miner parasitoid",139154.327586207
6,196,"Flower-visiting",5032.12068965517
6,514,"Butterfly",464.036637931035
6,516,"Butterfly",375.23275862069
6,523,"Butterfly",263.603448275862
6,495,"Seed-feeding bird",47.2112068965517
6,496,"Seed-feeding bird",412.547413793104
6,497,"Seed-feeding bird",37.7101293103448
6,498,"Seed-feeding bird",1263.22413793103
6,499,"Seed-feeding bird",135.948275862069
6,500,"Seed-feeding bird",321.40625
6,501,"Seed-feeding bird",533.715517241379
6,502,"Seed-feeding bird",131.150862068965
6,503,"Seed-feeding bird",138.801724137931
6,504,"Seed-feeding bird",110.272629310345
6,505,"Seed-feeding bird",60
6,372,"Primary aphid parasitoid",19423.775862069
6,544,"Rodent ectoparasite",241
6,366,"Primary aphid parasitoid",552
6,379,"Secondary aphid parasitoid",73
6,545,"Rodent ectoparasite",161
6,546,"Rodent ectoparasite",12
6,549,"Rodent ectoparasite",3
7,95,"Crop",815.862068965517
7,99,"Crop",460.379310344828
7,98,"Crop",92.9655172413793
7,97,"Crop",80.3793103448276
7,358,"Aphid",145408924.603448
7,94,"Crop",23.9838362068965
7,96,"Crop",31.9784482758621
7,508,"Seed-feeding rodent",2296.84482758621
7,347,"Aphid",145
7,295,"Flower-visiting",2523.86206896552
7,112,"Flower-visiting",27661.224137931
7,126,"Flower-visiting",6913.34482758621
7,351,"Aphid",1875713.29310345
7,376,"Secondary aphid parasitoid",593741.130387931
7,377,"Secondary aphid parasitoid",931165.301724138
7,368,"Primary aphid parasitoid",206843.938577586
7,367,"Primary aphid parasitoid",73160.8103448276
7,378,"Secondary aphid parasitoid",172605.918103448
7,374,"Primary aphid parasitoid",294147.135775862
7,369,"Primary aphid parasitoid",272640.297413793
7,365,"Primary aphid parasitoid",397302.838362069
7,381,"Secondary aphid parasitoid",1122606.04094828
7,380,"Secondary aphid parasitoid",112302.931034483
7,370,"Primary aphid parasitoid",290755.112068966
7,470,"Leaf-miner parasitoid",877226.40625
7,445,"Leaf-miner parasitoid",2307688.85991379
7,412,"Leaf-miner parasitoid",49668.5689655172
7,429,"Leaf-miner parasitoid",10664.8125
7,457,"Leaf-miner parasitoid",158120.625
7,438,"Leaf-miner parasitoid",488056.034482759
7,469,"Leaf-miner parasitoid",91223.275862069
7,422,"Leaf-miner parasitoid",135152.306034483
7,196,"Flower-visiting",5032.12068965517
7,514,"Butterfly",354.122844827586
7,516,"Butterfly",375.23275862069
7,523,"Butterfly",266.137931034483
7,495,"Seed-feeding bird",51.2521551724138
7,496,"Seed-feeding bird",307.5625
7,497,"Seed-feeding bird",37.7101293103448
7,498,"Seed-feeding bird",1089.46336206897
7,499,"Seed-feeding bird",135.948275862069
7,500,"Seed-feeding bird",353.398706896552
7,501,"Seed-feeding bird",668.793103448276
7,502,"Seed-feeding bird",153.76724137931
7,503,"Seed-feeding bird",137.757543103448
7,504,"Seed-feeding bird",110.947198275862
7,505,"Seed-feeding bird",59
7,544,"Rodent ectoparasite",97
7,366,"Primary aphid parasitoid",552
7,382,"Secondary aphid parasitoid",552
7,545,"Rodent ectoparasite",161
7,547,"Rodent ectoparasite",33
7,379,"Secondary aphid parasitoid",73
7,546,"Rodent ectoparasite",12
7,548,"Rodent ectoparasite",18
7,549,"Rodent ectoparasite",3
8,95,"Crop",815.862068965517
8,99,"Crop",460.379310344828
8,98,"Crop",92.9655172413793
8,97,"Crop",80.3793103448276
8,358,"Aphid",148501124.241379
8,94,"Crop",23.9838362068965
8,96,"Crop",31.9784482758621
8,350,"Aphid",78775
8,508,"Seed-feeding rodent",1700.08297413793
8,347,"Aphid",145
8,295,"Flower-visiting",2523.86206896552
8,112,"Flower-visiting",28246.0172413793
8,126,"Flower-visiting",8049.55172413793
8,351,"Aphid",1833388.29310345
8,376,"Secondary aphid parasitoid",604812.704741379
8,377,"Secondary aphid parasitoid",948568.482758621
8,368,"Primary aphid parasitoid",205962.006465517
8,367,"Primary aphid parasitoid",71078.2252155172
8,378,"Secondary aphid parasitoid",175621.267241379
8,374,"Primary aphid parasitoid",382575.206896552
8,369,"Primary aphid parasitoid",272757.112068966
8,365,"Primary aphid parasitoid",405497.211206897
8,381,"Secondary aphid parasitoid",1182637.70689655
8,380,"Secondary aphid parasitoid",104293.439655172
8,370,"Primary aphid parasitoid",295887.706896552
8,470,"Leaf-miner parasitoid",933426.672413793
8,445,"Leaf-miner parasitoid",1467524.52909483
8,412,"Leaf-miner parasitoid",49462.525862069
8,429,"Leaf-miner parasitoid",12793.8125
8,457,"Leaf-miner parasitoid",107930.625
8,438,"Leaf-miner parasitoid",488056.034482759
8,469,"Leaf-miner parasitoid",146252.782327586
8,422,"Leaf-miner parasitoid",104599.39762931
8,196,"Flower-visiting",5032.12068965517
8,514,"Butterfly",469.637931034483
8,516,"Butterfly",325.952586206897
8,523,"Butterfly",269.034482758621
8,495,"Seed-feeding bird",42.9116379310345
8,496,"Seed-feeding bird",378.974137931035
8,497,"Seed-feeding bird",39.3426724137931
8,498,"Seed-feeding bird",1263.22413793103
8,499,"Seed-feeding bird",122.948275862069
8,500,"Seed-feeding bird",390.784482758621
8,501,"Seed-feeding bird",668.793103448276
8,502,"Seed-feeding bird",129.157327586207
8,503,"Seed-feeding bird",127.352370689655
8,504,"Seed-feeding bird",151.609913793103
8,505,"Seed-feeding bird",59
8,366,"Primary aphid parasitoid",552
8,382,"Secondary aphid parasitoid",552
8,545,"Rodent ectoparasite",164
8,546,"Rodent ectoparasite",34
8,547,"Rodent ectoparasite",39
8,550,"Rodent ectoparasite",13
8,549,"Rodent ectoparasite",3
9,95,"Crop",815.862068965517
9,99,"Crop",460.379310344828
9,98,"Crop",92.9655172413793
9,97,"Crop",80.3793103448276
9,358,"Aphid",122812352.948276
9,94,"Crop",23.9838362068965
9,96,"Crop",31.9784482758621
9,508,"Seed-feeding rodent",2338.60344827586
9,295,"Flower-visiting",2523.86206896552
9,112,"Flower-visiting",27379.3081896552
9,126,"Flower-visiting",8040.5
9,351,"Aphid",1870190.29310345
9,376,"Secondary aphid parasitoid",516986.348060345
9,377,"Secondary aphid parasitoid",925974.879310345
9,368,"Primary aphid parasitoid",160662.766163793
9,367,"Primary aphid parasitoid",72945.9913793103
9,378,"Secondary aphid parasitoid",142230.228448276
9,374,"Primary aphid parasitoid",372105.323275862
9,369,"Primary aphid parasitoid",171732.840517241
9,365,"Primary aphid parasitoid",403192.57112069
9,381,"Secondary aphid parasitoid",1141020.51831897
9,380,"Secondary aphid parasitoid",110949.267241379
9,370,"Primary aphid parasitoid",229158.181034483
9,470,"Leaf-miner parasitoid",925932.769396552
9,445,"Leaf-miner parasitoid",2361161.01724138
9,412,"Leaf-miner parasitoid",44093.6368534483
9,429,"Leaf-miner parasitoid",10664.8125
9,457,"Leaf-miner parasitoid",75217.125
9,438,"Leaf-miner parasitoid",291976.478448276
9,469,"Leaf-miner parasitoid",120234.184267241
9,422,"Leaf-miner parasitoid",134016.004310345
9,196,"Flower-visiting",5032.12068965517
9,514,"Butterfly",464.036637931035
9,516,"Butterfly",375.23275862069
9,523,"Butterfly",198.413793103448
9,495,"Seed-feeding bird",57.2521551724138
9,496,"Seed-feeding bird",411.146551724138
9,497,"Seed-feeding bird",35.3178879310345
9,498,"Seed-feeding bird",943.450431034483
9,499,"Seed-feeding bird",121.672413793103
9,500,"Seed-feeding bird",390.784482758621
9,501,"Seed-feeding bird",499.254310344828
9,502,"Seed-feeding bird",153.76724137931
9,503,"Seed-feeding bird",138.801724137931
9,504,"Seed-feeding bird",151.609913793103
9,505,"Seed-feeding bird",59
9,544,"Rodent ectoparasite",244
9,366,"Primary aphid parasitoid",552
9,382,"Secondary aphid parasitoid",552
9,546,"Rodent ectoparasite",34
9,550,"Rodent ectoparasite",13
9,379,"Secondary aphid parasitoid",73
9,545,"Rodent ectoparasite",78
9,548,"Rodent ectoparasite",26
9,549,"Rodent ectoparasite",3
10,95,"Crop",815.862068965517
10,99,"Crop",460.379310344828
10,98,"Crop",92.9655172413793
10,97,"Crop",80.3793103448276
10,358,"Aphid",151612908.034483
10,94,"Crop",23.9838362068965
10,96,"Crop",31.9784482758621
10,508,"Seed-feeding rodent",2032.44073275862
10,492,"Seed-feeding insect",43145
10,295,"Flower-visiting",2523.86206896552
10,112,"Flower-visiting",27263.0172413793
10,126,"Flower-visiting",5179.39655172414
10,351,"Aphid",1875713.29310345
10,376,"Secondary aphid parasitoid",457246.11637931
10,377,"Secondary aphid parasitoid",948568.482758621
10,368,"Primary aphid parasitoid",214229.327586207
10,367,"Primary aphid parasitoid",71630.2252155172
10,378,"Secondary aphid parasitoid",179535.931034483
10,374,"Primary aphid parasitoid",382575.206896552
10,369,"Primary aphid parasitoid",272015.50862069
10,365,"Primary aphid parasitoid",506873.827586207
10,381,"Secondary aphid parasitoid",1179167.57758621
10,380,"Secondary aphid parasitoid",113568.931034483
10,370,"Primary aphid parasitoid",297684.844827586
10,470,"Leaf-miner parasitoid",812278.254310345
10,445,"Leaf-miner parasitoid",2267177.62284483
10,412,"Leaf-miner parasitoid",49668.5689655172
10,429,"Leaf-miner parasitoid",12793.8125
10,457,"Leaf-miner parasitoid",160813.625
10,438,"Leaf-miner parasitoid",461543.142241379
10,469,"Leaf-miner parasitoid",153056.189655172
10,422,"Leaf-miner parasitoid",136306.073275862
10,196,"Flower-visiting",4972.56896551724
10,514,"Butterfly",449.254310344828
10,516,"Butterfly",351.90625
10,523,"Butterfly",238.875
10,495,"Seed-feeding bird",42.3814655172414
10,496,"Seed-feeding bird",415.974137931035
10,497,"Seed-feeding bird",47.7101293103448
10,498,"Seed-feeding bird",1130.5463362069
10,499,"Seed-feeding bird",134.913793103448
10,500,"Seed-feeding bird",355.887931034483
10,501,"Seed-feeding bird",668.793103448276
10,502,"Seed-feeding bird",129.615301724138
10,503,"Seed-feeding bird",137.757543103448
10,504,"Seed-feeding bird",150.609913793103
10,505,"Seed-feeding bird",59
10,544,"Rodent ectoparasite",238
10,366,"Primary aphid parasitoid",552
10,545,"Rodent ectoparasite",164
10,546,"Rodent ectoparasite",34
10,550,"Rodent ectoparasite",13
10,379,"Secondary aphid parasitoid",73
10,530,"Insect seed-feeder parasitoid",2057
10,548,"Rodent ectoparasite",52
10,549,"Rodent ectoparasite",3
10,536,"Insect seed-feeder parasitoid",24653
11,95,"Crop",815.862068965517
11,99,"Crop",460.379310344828
11,98,"Crop",92.9655172413793
11,97,"Crop",80.3793103448276
11,358,"Aphid",147733729.344828
11,94,"Crop",23.9838362068965
11,96,"Crop",31.9784482758621
11,477,"Seed-feeding insect",1105
11,487,"Seed-feeding insect",552
11,489,"Seed-feeding insect",552
11,490,"Seed-feeding insect",552
11,491,"Seed-feeding insect",292
11,508,"Seed-feeding rodent",1350.98922413793
11,295,"Flower-visiting",2523.86206896552
11,112,"Flower-visiting",28246.0172413793
11,126,"Flower-visiting",8143.68965517241
11,351,"Aphid",1875713.29310345
11,376,"Secondary aphid parasitoid",475113.483836207
11,377,"Secondary aphid parasitoid",621934.732758621
11,368,"Primary aphid parasitoid",175174.558189655
11,367,"Primary aphid parasitoid",71173.7349137931
11,378,"Secondary aphid parasitoid",115770.077586207
11,374,"Primary aphid parasitoid",378047.689655173
11,369,"Primary aphid parasitoid",270743.99137931
11,365,"Primary aphid parasitoid",495884.150862069
11,381,"Secondary aphid parasitoid",872494.158405172
11,380,"Secondary aphid parasitoid",110804.267241379
11,370,"Primary aphid parasitoid",288957.974137931
11,470,"Leaf-miner parasitoid",932770.672413793
11,445,"Leaf-miner parasitoid",2320978.55818966
11,412,"Leaf-miner parasitoid",49668.5689655172
11,429,"Leaf-miner parasitoid",12793.8125
11,457,"Leaf-miner parasitoid",158776.625
11,438,"Leaf-miner parasitoid",482111.637931034
11,469,"Leaf-miner parasitoid",149756.890086207
11,422,"Leaf-miner parasitoid",111695.245689655
11,196,"Flower-visiting",5032.12068965517
11,514,"Butterfly",429.366379310345
11,516,"Butterfly",316.141163793103
11,523,"Butterfly",232.176724137931
11,495,"Seed-feeding bird",51.2521551724138
11,496,"Seed-feeding bird",353.616379310345
11,497,"Seed-feeding bird",47.7101293103448
11,498,"Seed-feeding bird",919.070043103448
11,499,"Seed-feeding bird",135.948275862069
11,500,"Seed-feeding bird",390.784482758621
11,501,"Seed-feeding bird",504.068965517241
11,502,"Seed-feeding bird",121.8125
11,503,"Seed-feeding bird",153.801724137931
11,504,"Seed-feeding bird",151.609913793103
11,505,"Seed-feeding bird",7
11,366,"Primary aphid parasitoid",552
11,382,"Secondary aphid parasitoid",552
11,527,"Insect seed-feeder parasitoid",1105
11,540,"Insect seed-feeder parasitoid",30688.5872844828
11,537,"Insect seed-feeder parasitoid",1167
11,545,"Rodent ectoparasite",85
11,546,"Rodent ectoparasite",34
11,548,"Rodent ectoparasite",29
11,549,"Rodent ectoparasite",3
12,95,"Crop",815.862068965517
12,99,"Crop",460.379310344828
12,98,"Crop",92.9655172413793
12,97,"Crop",80.3793103448276
12,358,"Aphid",151633039.034483
12,94,"Crop",23.9838362068965
12,96,"Crop",31.9784482758621
12,338,"Aphid",2486
12,508,"Seed-feeding rodent",2266.09590517241
12,491,"Seed-feeding insect",292
12,347,"Aphid",145
12,295,"Flower-visiting",2523.86206896552
12,112,"Flower-visiting",23927.4612068966
12,126,"Flower-visiting",8148.68965517241
12,351,"Aphid",1875713.29310345
12,376,"Secondary aphid parasitoid",620280.327586207
12,377,"Secondary aphid parasitoid",945544.931034483
12,368,"Primary aphid parasitoid",216705.543103448
12,367,"Primary aphid parasitoid",61238.3577586207
12,378,"Secondary aphid parasitoid",146570.74137931
12,374,"Primary aphid parasitoid",355551.588362069
12,369,"Primary aphid parasitoid",286388.724137931
12,365,"Primary aphid parasitoid",506873.827586207
12,381,"Secondary aphid parasitoid",1178948.57758621
12,380,"Secondary aphid parasitoid",106913.103448276
12,370,"Primary aphid parasitoid",306023.620689655
12,470,"Leaf-miner parasitoid",932770.672413793
12,445,"Leaf-miner parasitoid",2320978.55818966
12,412,"Leaf-miner parasitoid",49462.525862069
12,429,"Leaf-miner parasitoid",12793.8125
12,457,"Leaf-miner parasitoid",161469.625
12,438,"Leaf-miner parasitoid",472342.219827586
12,469,"Leaf-miner parasitoid",149756.890086207
12,422,"Leaf-miner parasitoid",138000.560344828
12,196,"Flower-visiting",5032.12068965517
12,514,"Butterfly",484.758620689655
12,516,"Butterfly",325.952586206897
12,523,"Butterfly",269.034482758621
12,495,"Seed-feeding bird",57.2521551724138
12,496,"Seed-feeding bird",415.974137931035
