lower,upper,weight
01PLANT.Creeping Buttercup,02FV.Empis livida,19.69379018
01PLANT.Creeping Buttercup,02FV.Empis livida,34.83508185
01PLANT.Creeping Buttercup,02FV.Empis livida,604.9422397
01PLANT.Creeping Buttercup,02FV.Empis livida,2218.737013
01PLANT.Creeping Buttercup,02FV.Empis livida,49.70610238
01PLANT.Creeping Thistle,02FV.Empis livida,82.73331942
01PLANT.Creeping Thistle,02FV.Empis livida,604.9422397
01PLANT.Creeping Thistle,02FV.Empis livida,99.41220476
01PLANT.Daisy,02FV.Empis livida,1479.158009
01PLANT.Dogwood,02FV.Empis livida,43.54385232
01PLANT.Field Forget-me-not,02FV.Empis livida,747.57433
01PLANT.Hairy Tare,02FV.Empis livida,2990.29732
01PLANT.Hogweed,02FV.Empis livida,78.77516072
01PLANT.Hogweed,02FV.Empis livida,298.2366143
01PLANT.Lesser Stitchwort,02FV.Empis livida,26.12631139
01PLANT.Mayweed sp,02FV.Empis livida,8152.006349
01PLANT.Mayweed sp,02FV.Empis livida,1109.368507
01PLANT.Oil Seed Rape,02FV.Empis livida,149.1183071
01PLANT.Red Campion,02FV.Empis livida,39.38758036
01PLANT.Shepherd's Purse,02FV.Empis livida,747.57433
01PLANT.Spear Thistle,02FV.Empis livida,43.54385232
01PLANT.Wayfaring-tree,02FV.Empis livida,8.708770463
01PLANT.Cow Parsley,02FV.Empis nigripes,118.1627411
01PLANT.Corn Spurrey,02FV.Empis nuntia,696.2876156
01PLANT.Cow Parsley,02FV.Endasys sp,39.38758037
01PLANT.Bramble,02FV.Episyrphus balteatus,39.38758036
01PLANT.Bramble,02FV.Episyrphus balteatus,149.1518293
01PLANT.Cow Parsley,02FV.Episyrphus balteatus,39.38758037
01PLANT.Creeping Buttercup,02FV.Episyrphus balteatus,747.57433
01PLANT.Creeping Thistle,02FV.Episyrphus balteatus,49.70610238
01PLANT.Upright Hedge-parsley,02FV.Episyrphus balteatus,39.38758037
01PLANT.Upright Hedge-parsley,02FV.Episyrphus balteatus,99.41220476
01PLANT.Rose sp,02FV.Epuraea melanocephala,157.5503215
01PLANT.Wild Privet,02FV.Epuraea melanocephala,3132.188415
01PLANT.Creeping Thistle,02FV.Eriothrix rufomaculata,49.70610238
01PLANT.Ragwort,02FV.Eriothrix rufomaculata,6.531577848
01PLANT.Corn Mint,02FV.Eristalis arbustorum,99.41220475
01PLANT.Creeping Thistle,02FV.Eristalis arbustorum,1150.449952
01PLANT.Mayweed sp,02FV.Eristalis arbustorum,1363.289827
01PLANT.Mayweed sp,02FV.Eristalis arbustorum,99.41220475
01PLANT.Ragwort,02FV.Eristalis arbustorum,13.0631557
01PLANT.Bramble,02FV.Eristalis pertinax,59.08137055
01PLANT.Bramble,02FV.Eristalis pertinax,74.57591465
01PLANT.Hogweed,02FV.Eristalis pertinax,99.41220476
01PLANT.Ragwort,02FV.Eristalis pertinax,13.0631557
01PLANT.Mayweed sp,02FV.Eristalis tenax,604.9422397
01PLANT.Ragwort,02FV.Eristalis tenax,17.41754093
01PLANT.Hogweed,02FV.Eudasyphora cyanella,19.69379018
01PLANT.Mayweed sp,02FV.Eudasyphora cyanella,604.9422397
01PLANT.Clover sp,02FV.Eupeodes corollae,476.1544443
01PLANT.Mayweed sp,02FV.Eupeodes corollae,1542.168519
01PLANT.Ragwort,02FV.Eupeodes corollae,6.531577848
01PLANT.Bindweed sp,02FV.Eupeodes luniger,49.70610238
01PLANT.Cow Parsley,02FV.Fannia serena,19.69379018
01PLANT.Bramble,02FV.Fannia sp,99.41220475
01PLANT.Cow Parsley,02FV.Fannia sp,39.38758036
01PLANT.Creeping Buttercup,02FV.Fannia sp,18.99383363
01PLANT.Creeping Buttercup,02FV.Fannia sp,99.41220476
01PLANT.Hairy Tare,02FV.Fannia sp,747.57433
01PLANT.Hogweed,02FV.Fannia sp,19.69379018
01PLANT.Hogweed,02FV.Formicidae A,49.70610238
01PLANT.Creeping Buttercup,02FV.Formicidae B,37.98766726
01PLANT.Creeping Buttercup,02FV.Formicidae B,1479.158009
01PLANT.Mayweed sp,02FV.Gastrophysa viridular,2313.252779
01PLANT.zCROP Lucerne,02FV.Gastrophysa viridular,1139.866279
01PLANT.Creeping Buttercup,02FV.Geomyza tripunctata,952.3088886
01PLANT.Creeping Buttercup,02FV.Glyphipterix simpliciella,747.57433
01PLANT.Creeping Buttercup,02FV.Glyphipterix simpliciella,246.9198372
01PLANT.Creeping Buttercup,02FV.Glyphipterix simpliciella,19.69379018
01PLANT.Creeping Buttercup,02FV.Glyphipterix simpliciella,19.59473354
01PLANT.Hawthorn,02FV.Glyphipterix simpliciella,19.69379018
01PLANT.Hogweed,02FV.Glyphipterix simpliciella,49.70610238
01PLANT.Hogweed,02FV.Grammoptera ruficornis,19.69379018
01PLANT.Hogweed,02FV.Grammoptera ruficornis,99.41220475
01PLANT.Autumn Hawkbit,02FV.Halticoptera sp,1479.158009
01PLANT.Cow Parsley,02FV.Helina sp,78.77516072
01PLANT.Creeping Buttercup,02FV.Helina sp,739.5790043
01PLANT.Creeping Thistle,02FV.Helophilus pendulus,13.0631557
01PLANT.Sow-thistle sp,02FV.Helophilus pendulus,747.57433
01PLANT.Mayweed sp,02FV.Helophilus trivittatus,771.0842595
01PLANT.Creeping Buttercup,02FV.Hemicrepidius hirtus,49.70610238
01PLANT.Hogweed,02FV.Hemicrepidius hirtus,248.5305119
01PLANT.Germander Speedwell,02FV.Hercostomus parvilamellatus,74.57591465
01PLANT.Woodruff,02FV.Hercostomus parvilamellatus,74.57591465
01PLANT.Ragwort,02FV.Herina longistylata,6.531577848
01PLANT.Creeping Thistle,02FV.Heteronychia vagans,49.70610238
01PLANT.Autumn Hawkbit,02FV.Hexacola hexatoma,1479.158009
01PLANT.Creeping Buttercup,02FV.Hydrellia griseola,1109.368507
01PLANT.Mayweed sp,02FV.Hydrellia griseola,592.2055676
01PLANT.Mayweed sp,02FV.Hydrellia griseola,1109.368507
01PLANT.Mayweed sp,02FV.Hydrellia griseola,198.8244095
01PLANT.Creeping Buttercup,02FV.Hydrellia maura,18.99383363
01PLANT.Creeping Buttercup,02FV.Hydrellia maura,739.5790043
01PLANT.Mayweed sp,02FV.Hylaeus communis,604.9422397
01PLANT.Creeping Buttercup,02FV.Hylaeus hyalinatus,277.6348056
01PLANT.Creeping Buttercup,02FV.Hylemya urbica/variata,476.1544443
01PLANT.Cleavers,02FV.Hylemya vagans,298.3036586
01PLANT.Cow Parsley,02FV.Hylemya vagans,19.69379018
01PLANT.Creeping Buttercup,02FV.Hylemya vagans,49.70610238
01PLANT.Bramble,02FV.Hylemya variata,74.57591465
01PLANT.Creeping Buttercup,02FV.Hylemya variata,277.6348056
01PLANT.Bramble,02FV.Ichneumonidae,19.69379018
01PLANT.Autumn Hawkbit,02FV.Kleidotoma tetratoma,10354.10606
01PLANT.Creeping Thistle,02FV.Kuzinia sp,19.69379018
01PLANT.Creeping Thistle,02FV.Lasioglossum sp,39.38758036
01PLANT.Creeping Thistle,02FV.Lasioglossum sp,49.70610238
01PLANT.Creeping Buttercup,02FV.Limnia unguicornis,13.0631557
01PLANT.Hogweed,02FV.Limnophora triangula,19.69379018
01PLANT.Charlock,02FV.Lonchoptera lutea,720.380929
01PLANT.Creeping Buttercup,02FV.Lonchoptera lutea,604.9422397
01PLANT.Creeping Buttercup,02FV.Lonchoptera lutea,49.70610238
01PLANT.Common Field Speedwell,02FV.Longitarsus sp,720.380929
01PLANT.Creeping Buttercup,02FV.Lotophila atra,476.1544443
01PLANT.Creeping Buttercup,02FV.Lotophila atra,739.5790043
01PLANT.Creeping Thistle,02FV.Lucilia caesar,99.41220475
01PLANT.Ragwort,02FV.Lucilia caesar,6.531577848
01PLANT.Ragwort,02FV.Lucilia richardsi,6.531577848
01PLANT.Creeping Thistle,02FV.Lucilia sericata,39.38758037
01PLANT.Ragwort,02FV.Lucilia sericata,6.531577848
01PLANT.Creeping Buttercup,02FV.Malachius bipustulatus,747.57433
01PLANT.Creeping Buttercup,02FV.Malachius bipustulatus,18.99383363
01PLANT.Creeping Buttercup,02FV.Malachius bipustulatus,49.70610238
01PLANT.Hawthorn,02FV.Malachius bipustulatus,39.18946709
01PLANT.Bramble,02FV.Malthodes minimus,39.38758037
01PLANT.Clover sp,02FV.Maniola jurtina,739.5790043
01PLANT.Creeping Buttercup,02FV.Megaselia sp,18.99383363
01PLANT.Creeping Buttercup,02FV.Melangyna sp,2409.239841
01PLANT.Bindweed sp,02FV.Melanostoma mellinum,49.70610238
01PLANT.Charlock,02FV.Melanostoma mellinum,665.626988
01PLANT.Creeping Buttercup,02FV.Melanostoma mellinum,1472.760062
01PLANT.Creeping Buttercup,02FV.Melanostoma mellinum,277.6348056
01PLANT.Creeping Buttercup,02FV.Melanostoma mellinum,49.70610238
01PLANT.Creeping Thistle,02FV.Melanostoma mellinum,13.0631557
01PLANT.Mayweed sp,02FV.Melanostoma mellinum,1184.411135
01PLANT.Mayweed sp,02FV.Melanostoma mellinum,99.41220475
01PLANT.Bramble,02FV.Melanostoma scalare,118.1627411
01PLANT.Red Campion,02FV.Melanostoma scalare,19.69379018
01PLANT.Upright Hedge-parsley,02FV.Melanostoma scalare,39.38758037
01PLANT.Creeping Buttercup,02FV.Melanostoma sp,19.69379018
01PLANT.Creeping Thistle,02FV.Melinda viridicyanea,49.70610238
01PLANT.Hogweed,02FV.Melinda viridicyanea,19.69379018
01PLANT.Ragwort,02FV.Melinda viridicyanea,13.0631557
01PLANT.Clover sp,02FV.Metasyrphus luniger,476.1544443
01PLANT.Autumn Hawkbit,02FV.Metopina sp,370.1797407
01PLANT.Autumn Hawkbit,02FV.Metopina sp,4437.474027
01PLANT.Creeping Buttercup,02FV.Metopina sp,1776.616703
01PLANT.Creeping Buttercup,02FV.Metopina sp,39.1894671
01PLANT.Creeping Buttercup,02FV.Metopina sp,3328.105521
01PLANT.Hogweed,02FV.Microchrysa polita,13.0631557
01PLANT.Cow Parsley,02FV.Microphor anomalus,19.69379018
01PLANT.Creeping Buttercup,02FV.Micropterix calthella,832.9044168
01PLANT.Cow Parsley,02FV.Miscogaster maculata,19.69379018
01PLANT.Upright Hedge-parsley,02FV.Musca autumnalis,49.70610238
01PLANT.Bramble,02FV.Neoascia podagrica,99.41220475
01PLANT.Oil Seed Rape,02FV.Neoascia podagrica,49.70610238
01PLANT.Upright Hedge-parsley,02FV.Neoascia podagrica,52.51677382
01PLANT.Common Mouse-ear,02FV.Neomyia cornicina,6.531577848
01PLANT.Creeping Thistle,02FV.Neomyia cornicina,1472.760062
01PLANT.Creeping Thistle,02FV.Neomyia cornicina,99.41220476
01PLANT.Hogweed,02FV.Neomyia cornicina,19.69379018
01PLANT.Mayweed sp,02FV.Neomyia cornicina,2313.252779
01PLANT.Ragwort,02FV.Neomyia cornicina,13.0631557
01PLANT.Upright Hedge-parsley,02FV.Neomyia cornicina,49.70610238
01PLANT.Creeping Thistle,02FV.Neomyia viridescens,49.70610238
01PLANT.Ragwort,02FV.Neomyia viridescens,6.531577848
01PLANT.Clover sp,02FV.Norellisoma spinimanum,18.99383363
01PLANT.Corn Mint,02FV.Oedemera lurida,99.41220475
01PLANT.Creeping Buttercup,02FV.Oedemera lurida,555.2696112
01PLANT.Creeping Buttercup,02FV.Oedemera lurida,21.77192616
01PLANT.Creeping Buttercup,02FV.Oedemera lurida,99.41220475
01PLANT.Mayweed sp,02FV.Oedemera lurida,771.0842595
01PLANT.Bindweed sp,02FV.Oedemera nobilis,49.70610238
01PLANT.Bramble,02FV.Oedemera nobilis,39.38758037
01PLANT.Bramble,02FV.Oedemera nobilis,99.41220475
01PLANT.Clover sp,02FV.Oedemera nobilis,49.70610238
01PLANT.Common Poppy,02FV.Oedemera nobilis,99.41220475
01PLANT.Creeping Buttercup,02FV.Oedemera nobilis,870.8920841
01PLANT.Creeping Buttercup,02FV.Oedemera nobilis,60.96139326
01PLANT.Creeping Buttercup,02FV.Oedemera nobilis,604.9422397
01PLANT.Creeping Buttercup,02FV.Oedemera nobilis,739.5790043
01PLANT.Hawthorn,02FV.Oedemera nobilis,13.0631557
01PLANT.Mayweed sp,02FV.Oedemera nobilis,1472.760062
01PLANT.Charlock,02FV.Olibrus aeneus,1800.952323
01PLANT.Mayweed sp,02FV.Olibrus aeneus,696.2876156
01PLANT.Mayweed sp,02FV.Olibrus aeneus,397.648819
01PLANT.Mayweed sp,02FV.Omphalapion hookerorum,696.2876156
01PLANT.Red Campion,02FV.Ophiomyia sp,39.38758036
01PLANT.Creeping Buttercup,02FV.Opomyza germinationis,1479.158009
01PLANT.Creeping Buttercup,02FV.Opomyza germinationis,49.70610238
01PLANT.Mayweed sp,02FV.Opomyza germinationis,696.2876156
01PLANT.Creeping Buttercup,02FV.Opomyza petrei,49.70610238
01PLANT.Cow Parsley,02FV.Oscinella cariciphila,18.99383363
01PLANT.Cow Parsley,02FV.Oscinella cariciphila,99.41220475
01PLANT.Charlock,02FV.Oscinella frit,2161.142787
01PLANT.Creeping Buttercup,02FV.Oscinella frit,277.6348056
01PLANT.Creeping Buttercup,02FV.Oscinella frit,26.1263114
01PLANT.Spear Thistle,02FV.Oscinella frit,476.1544443
01PLANT.Creeping Buttercup,02FV.Oscinella hortensis,13.0631557
01PLANT.Creeping Buttercup,02FV.Oscinella nigerrima,49.70610238
01PLANT.Creeping Buttercup,02FV.Oscinella nitidissima,296.6286392
01PLANT.Creeping Buttercup,02FV.Oscinella nitidissima,47.89823756
01PLANT.Daisy,02FV.Oscinella nitidissima,739.5790043
01PLANT.Upright Hedge-parsley,02FV.Oscinella nitidissima,49.70610238
01PLANT.Autumn Hawkbit,02FV.Pegoplata aestiva or Adia cinerella,1479.158009
01PLANT.Bramble,02FV.Pegoplata aestiva or Adia cinerella,39.38758036
01PLANT.Bramble,02FV.Pegoplata aestiva or Adia cinerella,49.70610238
01PLANT.Charlock,02FV.Pegoplata aestiva or Adia cinerella,1472.760062
01PLANT.Charlock,02FV.Pegoplata aestiva or Adia cinerella,49.70610238
01PLANT.Clover sp,02FV.Pegoplata aestiva or Adia cinerella,49.70610238
